context,label
el cerro grande mexican rest,1
duuana kfoury,0
nathon soderquist,0
landers paylor,0
rickmeier gmbh,1
form w-2 statement,2
shintaro wichert,0
istina baughan,0
patriot phc,1
frosti mushett,0
13 statutory retirement third-party 12b,2
advance eic payment,2
frimann biler,1
spitzenreiter compressor technics,1
emilybury ca 96939-5532,2
maalikah chevrier,0
used vape inc,1
latwanna serro,0
cutlor amidei,0
seira roehrman,0
e employee's first name and initial last name,2
medicare wages and tips,2
327 creative studio,1
visitfortmyersbeach.co,1
medicare wages and tips,2
diandrea crosen,0
production plastics,1
pedresa-romero dyches,0
maeryn jahid,0
knowell nighswander,0
shaheen & associates legal consultants,1
uc promark,1
"whitney johnson lpc, pllc",1
sherece fothergill,0
porcha masar,0
social security tax withheld,2
keller dobson,0
kennert struggs,0
ecogent,1
nv 961-37-185 27927.28 1444 . 84 75337.99 9008 .2,2
6734 joseph vista,2
konica santos-ruiz,0
(see enclosed notice to employee.),2
world report,1
soledade poister,0
aspire concepts,1
employe lan sick pay,2
copy c for employee's records.,2
chibueze kivisto,0
rue candelario,0
"c employer's name, address, and zip code",2
aighleigh gott,0
beig. project management,1
unlimitech dental it,1
setor 2 ½ comunicação corporativa e marketing em sustentabilidade e responsabilidade socioambiental,1
grs global,1
f employee's address and zip code,2
social security wages,2
hayaat wacht,0
paizlyn froedge,0
talip debanos,0
nathanaelle reeger,0
mobile monday sydney,1
sharusan lankswert,0
carolyn niforos,0
lehrer pegues,0
benhart yonkoske,0
"wages, tips, other compensation",2
71 nonqualified plans,2
laiyton waycaster,0
deleana comacho,0
scandinavian cosmetics group,1
f employee's address and zip code,2
social security wages,2
atlantic subsea inc,1
londonshortlettingapartments,1
lillyanna morawski,0
this information is being furnished to the internal revenue service.,2
lawson-wilson jernejcic,0
marketing digital,1
medicare tax withheld,2
omb no. 1545-0008 fast! use nsew file at www.irs.gov/efile.,2
social security tips,2
anab gilman,0
dameian corbeil,0
boother melso,0
dashwoods limited,1
lakreisha vollick,0
port alexanderside az 08042-522 14 other (see enclosed notice to employee) 12c,2
(see enclosed notice to employee.),2
taťjana raimann,0
hotel de notre dame,1
the gunn group llc,1
"cámara de comercio, industrias e inversión méxico – panamá (camexpa)",1
avient solutions group inc.,1
kareen canterbury,0
sipriano auclair,0
social security tips,2
wage and tax,2
drivepad,1
surayyah figler,0
khadijiah verdell,0
danon rujawitz,0
eimy philen,0
samayoa marklund,0
(see enclosed notice to employee.),2
medicare wages and tips,2
pallas networks gmbh,1
nyleigh natonabah,0
14 other (see enclosed notice to employee) | 12c,2
this information is being furnished to the internal revenue service. if you are required,2
fconseil,1
"c employer's name, address, and zip code",2
128961.96 16409.21 gould place,2
blackwellburgh ca 66423-5578 14 other (see enclosed notice to employee) 12c,2
advance eic payment,2
caidan pasceri,0
ks 985-05-116 31126.14 2816.49 62184.42 9025.36 case knolls,2
ma 706-76-211 77158. 94 3862.11 201524.01 26574.21 bates unions,2
charlie-dean kochasuntorn,0
nomia fredette,0
10 dependent care benefit,2
karmya brinser,0
14 other (see enclosed notice to employee) | 12c,2
oliveris martino,0
reissued employee's social security number,2
"przedsiębiorstwo konserwacji dźwigów ""lift-malko"" sp. j.",1
meier & co. ag,1
abdul-quddus ebenal,0
running.coach,1
(see enclosed notice to employee.),2
kemaurion sydner,0
"inovsea, lda.",1
vibe global event management corporation,1
form w-2 statement,2
merethe vogelsang,0
nayeliz vandersloot,0
brandamp media group,1
agusti y cia limitada,1
24541 maria canyon,2
chacon print service,1
corren saggese,0
medicare tax withheld,2
d control numb,2
agencja greenfly,1
omb no. 1545-0008 this income is taxable and you fail to report it.,2
"c employer's name, address, and zip code",2
ceyhan seppanen,0
"16 state wages , tips , etc . 17 state income tax 18 local wages, tips, etc 19 local income tax 20 locality name",2
uav galicia,1
priscella schmaltz,0
wage and tax,2
arlicia leid,0
jamuflor b.v.,1
deiontay lantzy,0
b employer identification number,2
"to file a tax return, a negligence penalty or other sanction may be imposed on you if",2
quality software solution,1
"edgeware management group, inc.",1
eastern area community ministries,1
advance eic payment,2
fire service college,1
social security tips,2
incredible things happen architecture,1
karlow mixdorf,0
dealer income development,1
fedd dou,0
christopherburgh in 77498-4069 14 other (see enclosed notice to employee) | 12c,2
e employee's first name and initial last name,2
ashantae mansueto,0
"cynergy group, llc",1
b employer identification number,2
duurzaam perspectief,1
leanid farris,0
818 group,1
715 michelle square apt. 019,2
kaydn sundt,0
collum sardi,0
vtool - smart verification,1
smd agency,1
10 dependent care benefits,2
mengjie willert,0
tammy land nd 15001-0572,2
world ministry fellowship,1
fabrícia shehan,0
torres-vega furnace,0
padhraic manhart,0
abs engineering & trading sdn bhd,1
devonda hagberg,0
tristar financial,1
"better choice real estate, inc",1
employe lan sick pay,2
paok bc sa,1
"superbtech, inc.",1
14 other (see enclosed notice to employee) 12c,2
gvm's ggpr college of commerce & economics,1
yasma guckenberger,0
department of the treasury--internal revenue service,2
social security tips,2
jaunell javery,0
brownett posada,0
relevate auto,1
dejae astafan,0
paddock mancio-zambia,0
correct nederlands,1
department of the treasury--internal revenue service,2
ecoriginals,1
wage and tax,2
malaysiah beverlin,0
reissued a employee's social security number,2
cagney schenck,0
webaffairs,1
simkins hakala,0
"c employer's name, address, and zip code",2
tanjanique eckembrecher,0
m.m.c foundation,1
zeyana issacs,0
daylah heany,0
social security tax withheld,2
federal income tax withheld,2
shavani reschke,0
e employee's first name and initial last name,2
servicemaster first choice commercial cleaning,1
gossip girls,1
hilmir baudoin,0
cherylle marenco,0
consularia limited,1
reissued a employee's social security number,2
social security tips,2
sayesha sandeepa,0
rynleigh raguso,0
ödön langloss,0
161196.24 26235. 45 lisa land,2
sunnydene country hotel,1
devery ledon,0
jathon lohwasser,0
tanberg dannatt,0
webvortex internet solutions,1
wolfcraft,1
luvenia iacovone,0
daugherty systems,1
mahaan ferdin,0
ehlert detterich,0
brettnie carias,0
stampart gráfica & design,1
11 nonqualified plans,2
binetzky brand & partner,1
omb no. 1545-0008 fast! use nsew file at www.irs.gov/efile.,2
grow food northampton,1
kinnith ray,0
salomé nabhan,0
akşan group,1
omaria huver,0
pub crawls,1
omb no. 1545-0008 fast! use nsev file at www.irs.gov/efile.,2
"c employer's name, address, and zip code",2
11 nonqualified plans,2
kazen wisnewski,0
mckennah consuegra,0
safe haven counselling,1
214469.25 37627.37 sandra grove,2
department of the treasury--internal revenue service,2
stien mart,1
this information is being furnished to the internal revenue service.,2
rainers kinyoun,0
domper,1
garciaside ne 06534-6570,2
d control nun,2
brown wood preserving co,1
esm contracting,1
decio granie,0
arielyn balsam,0
jamuel litter,0
analysia parral,0
brilea dielman,0
"c employer's name, address, and zip code",2
"pars media group, llc",1
dyshaun fontenot,0
gh consultingbr,1
clarendon desola,0
kraska center,1
56093.34 6898.49 tommy alley,2
federal income tax withheld,2
monkey media,1
jamison well drilling inc,1
wage and tax,2
federal income tax withheld,2
ut 805-11-040 50891.7 4212.38 127511.38 15307.34 michelle mews,2
f employee's address and zip code,2
13 statutory retirement third-party 12b,2
taxi/touringcar-/autoverh.bedr. de leeuw b.v.,1
federal income tax withheld,2
nc 697-69-396 108056.42 9963.82 182872.47 24159.23 perez fort,2
"5 state employer's state id number 16 state wages, tips, etc. 17 state income tax 18 local wages, tips, etc 19 local income tax 20 locality name",2
form w-2 statement,2
lucas automotive limited,1
lunamarie fricks,0
4581 mary manor apt. 944,2
zéphirin riopel,0
tag chauffeured services,1
mackinze waguespack,0
openstor s.a. de c.v.,1
fizzy inc.,1
valor network,1
resource group holding,1
konektor social,1
sharktec llc,1
damita hansel,0
salazarberg or 71712-6613,2
this information is being furnished to the internal revenue service. if you are required,2
bisceglia kriske,0
"safe, accurate, se file",2
west hollyberg in 64701-6577,2
deseray quatto,0
magenx,1
13 statutory retirement third-party 12b,2
federal income tax withheld,2
bootstrap advisors,1
reissued employee's social security number,2
13 statutory retirement third-party 12b,2
zahn battista,0
everara lacek,0
ailiedh novello,0
federal income tax withheld,2
12a see instructions for box 12,2
d control number,2
jakeryan schuble,0
world federation health professionals,1
applewhite venner,0
scilla penate,0
fish hook careers limited,1
shawniece sistek,0
sealtiel mazzola,0
federal income tax withheld,2
progression boats,1
kassa cherry,0
canterbury college queensland australia,1
unaysa hoegerl,0
the irg community,1
15 state employer's state id number,2
department of the treasury--internal revenue service,2
celiac.com - celiac disease and gluten-free diet information since 1995,1
legakis leckband,0
nawfal khubhu,0
emplove lan sick pay,2
or 742-49-979 103189.39 8839 . 49 160090.51 39995.77 michael points,2
ehip,1
"scanelite, inc.",1
thornton township high schools credit union,1
alizza gallander,0
"inawecoaching, llc.",1
10 dependent care benefits,2
takcola leber,0
oag investments limited,1
miachel hengst,0
johnrussell zambito,0
"c employer's name, address, and zip code",2
strategy inked ltd,1
federal income tax withheld,2
basic visual id technologies - india,1
development partners international,1
kinetic smart solutions,1
sivad gonzalez-ramos,0
era contour b.v.,1
oluwagbemiga jakubczak,0
angeliqua heilbrun,0
stelia granata,0
sreeram colapietro,0
amplify church,1
katyann tontarski,0
mirai motors toyota,1
vanderpool & pearman,1
fl 088-18-198 133208.21 14530.05 184008.31 41719.01 crystal shores,2
ga 441-23-332 30006. 94 1893.31 45049 . 51,2
fletco carpets a/s,1
heritage park dental,1
uniqleads research,1
the housing initiative,1
15 state employer's state id number,2
naohmi anish,0
jadlynn kenagy,0
rostyslav porterfield,0
svannah pawluk,0
11 nonqualified plans,2
jacole boole,0
social security tips,2
"consolidador, lda",1
kelly's kloset,1
davlyn investments property management,1
gathel lale,0
foodstock farmers market,1
kamdilichi kircher,0
redeem management consultants pvt. ltd.,1
engineered castings,1
e employee's first name and initial last name,2
barber creek veterinary hospital,1
laileigh westermann,0
"to file a tax return, a negligence penalty or other sanction may be imposed on you if",2
diatomenterprises,1
channing-lee montgomery,0
paci wirth,0
"c employer's name, address, and zip code",2
as seen on tv store ltd.,1
wv 590-50-014 94699. 54 5457. 04 138246. 18 19774.86 smith crossing,2
east erica hi 69120-2527,2
nibal boyd,0
14 other (see enclosed notice to employee) 12c,2
"safe, accurate, se ~ file",2
dependent care benefits,2
department of the treasury--internal revenue service,2
edcreate technologies private limited,1
"c employer's name, address, and zip code",2
parsaye dehoff,0
theopentrunk.com,1
echemendia denaro,0
hoffert sunkel,0
richard hall community mental,1
"my supply chain rocks, llc.",1
ofeliya noteboom,0
mckinley management,1
nvn,1
social security tips,2
medicare wages and tips,2
rama concept,1
jiaan lapitan,0
advance eic payment,2
descombes packer,0
sequina arregui,0
beaconinside - proximity dmp,1
"safe, accurate, se v file",2
nakesia luloff,0
reissued employee's social security number,2
cyanthia armando,0
lloyd motors,1
social security wages,2
"5 state employer's state id number 16 state wages, tips, etc. 17 state income tax 18 local wages, tips, etc 19 local income tax 20 locality name",2
fardi creegan,0
sharion mikesell,0
xenija jarvi,0
social security tips,2
360 adventures llc,1
this information is being furnished to the internal revenue service. if you are required,2
beddoe malory,0
15 state employer's state id number,2
"16 state wages , tips , etc. 17 state income tax 18 local wages , tips , etc . 19 local income tax 20 locality name",2
14 other (see enclosed notice to employee) |12c,2
electrical audio inc,1
rbvair 72f,1
pepin sloman,0
murshida heppeard,0
artavious luderman,0
karlita engelbrecht,0
sonny delgado-sanchez,0
open up resources,1
nuskin enterprises,1
markeis lorquet,0
8 allocated tips,2
decipher works,1
department of the treasury--internal revenue service,2
eikeo,1
kharisma vickers,0
themistoklis phommaseng,0
sinergia serviços,1
benton silk screening,1
d control number,2
medicare tax withheld,2
"wages, tips, other compensation",2
cyme schmelzle,0
emplove plan sick pay,2
milek heide,0
japjot crecco,0
actemium uk,1
social security wages,2
shakespeare & co lexington ky,1
malynn bednarz,0
healani kostis,0
abundes,1
"wages, tips, other compensation",2
east yolandaland or 37199-3967 14 other (see enclosed notice to employee) | 12c,2
darval loughry,0
gateway germany,1
rugen fusca,0
this information is being furnished to the internal revenue service.,2
medicare tax withheld,2
138264.01 25182.26 laurie corner,2
jahvonte bried,0
ozwald dively,0
bure valley railway (1991) limited,1
dc 407-20-502 53080.63 2398.97 117418 .24 12061.62 baker orchard,2
d control number,2
hayka sherron,0
af suciu ltd,1
schauspielbühnen in stuttgart,1
peacock foods ltd,1
social security tips,2
mythri mascagni,0
jolisa birkhimer,0
st pete run fest,1
visit the irs website,2
