context,label
West-King and Sons,1
Catherine Jensen,0
Joshua Estate Suite  Chandlershire OH,2
"Davis, Jones and Ford Ltd",1
Betty Fall Apt.  Stevenshire AK,2
Erika Giles,0
Social security wages Social security,2
Medicare tax withheld Social security,2
Brent Row Suite  West Sarah WY,2
Kaitlyn Burg South Taylorburgh MO,2
Tax  Department Revenue Service,2
 Locality name Wage Tax,2
John Scott,0
Tony Clements,0
"Marshall, Grant and Atkinson PLC",1
State income tax  Local,2
Martin Ltd LLC,1
required file tax negligence penalty,2
Angela Young,0
Stephanie Bradshaw,0
Statutory Retirement b employee plan,2
Curtis Plain Ballardton CT,2
Hooper Square Suite  Port Sarah MN,2
Charles Creek Suite  Barneshaven MT,2
name  Wage Tax ,2
Smith-Duarte Group,1
Jamie Burg Apt.  Lake Justin LA,2
Jackson-Henry PLC,1
Steven Ranch Rodriguezport VT,2
"Brennan, Gomez and George and Sons",1
Neal Shoals Kellyview LA,2
Ashley Passage Karenshire MO,2
Thomas-Kaufman Group,1
enclosed Notice c d ,2
Randy Benitez,0
Byrd Valleys Villarrealshire WV,2
Kenneth Alley Suite  East Tammyview SD,2
David Wilkins,0
Horton Walks Suite  Conleyville CT,2
Jesus Pike Apt.  West Heatherview WV,2
Hernandez Inc Group,1
Patrick Hunter,0
Misty Berger,0
withheld  Social security tips,2
"Bryant, Ruiz and Jacobson and Sons",1
Reid-Espinoza Ltd,1
Andrews-Fields Group,1
"Petersen, Bates and Jackson Inc",1
Tiffany Freeway Apt.  New Danielle NH,2
Woodard-Clayton Inc,1
Mr. Shawn,0
Revenue Service Form Statement Copy,2
Nancy Cliffs North Kathyberg PA,2
West-Krause and Sons,1
Olson LLC and Sons,1
Jones-Ross LLC,1
Higgins Cliffs North Stephanie WY,2
Amy Morris,0
Dustin Hansen,0
Mary Thompson,0
David Arnold,0
 G  f address,2
income tax withheld c ZIP,2
Michael Morgan,0
Lisa Adams,0
Warren Tyler,0
Jackson Trail Apt.  Lake Brooke KS,2
Steven Meyer,0
Notice c d  f,2
Chandler-Harrison and Sons,1
Thomas Viaduct Gonzalesmouth CO,2
 E  f address,2
Amber Hunt,0
Carr-Phelps Inc,1
Giles PLC Group,1
Morgan Run South Michellemouth MS,2
Dawn Christensen,0
Wanda Ward,0
d E  f address,2
Delgado Forest Cummingsfort MI,2
Robinson Group LLC,1
Wilcox Ports Apt.  Kristinafort WV,2
Brian Ferry Suite  Blanchardside MN,2
Miles-Rivera Inc,1
 State income tax ,2
"Hicks, Smith and Phillips Ltd",1
Local  Local income tax,2
se file Copy C For,2
Clark-Roberts Ltd,1
care benefit  e first,2
Erin Lee,0
Weaver-Ellis LLC,1
sick pay x  ,2
Jennifer Walker,0
Carl Powell,0
Valerie Meadow Karenstad NM,2
Matthew Garden New Marymouth CT,2
Lisa Plaza Suite  Thomashaven KY,2
Revenue Service Form Statement Copy,2
code   State state,2
Seth Pierce,0
Revenue Service Form Statement se,2
Frost Group LLC,1
Walker Mill South Alexandra VA,2
Marc Robinson,0
Coffey-Johnson Group,1
Lisa Fields Suite  East Thomas NM,2
 Department Revenue Service Form,2
Long Oval East Joseph NV,2
John Row Jaimeshire UT,2
Bobby Jones,0
Michael Cowan,0
Boyd Key Suite  West Michael OK,2
Raven Parkways Port Amandamouth NE,2
Erika Hodges,0
Jennifer Divide Vargashaven WY,2
Joanne Rest Suite  New Nicole TX,2
Williams Group LLC,1
Sergio Kelley,0
nun Advance EIC payment ,2
Revenue If required STATEMENT OMB,2
code Social security wages Social,2
Gabrielle Ferry Lake Jeffmouth CT,2
OMB income taxable fail report,2
Lucas Ltd PLC,1
Wall and Sons PLC,1
Price Inc PLC,1
withheld Social security tips Allocated,2
Mariah Zhang,0
Mcbride PLC Inc,1
 Statutory Retirement b employee,2
Jeffrey Kim,0
Evans Island Benjaminberg CT,2
Mrs. Anna,0
Ashley Hendricks,0
Wall Stravenue Williamburgh ME,2
John Watkins,0
withheld Medicare wages tips Medicare,2
Lee and Sons Group,1
Jenkins-Dean Ltd,1
may imposed STATEMENT OMB income,2
Bates Mission New Nicholasside CO,2
Miller-Lucas LLC,1
"Ray, Taylor and Clark PLC",1
number  State wages tips,2
Service Form Statement Copy Be,2
Franklin Ltd PLC,1
Luis Price,0
Mcguire-Levine Inc,1
Steven Phillips,0
Rachel Guerra,0
James Walker,0
EIC payment  Dependent care,2
income tax  Local wages,2
Ruiz Rest Mcmillanbury GA,2
Hays-Benton Group,1
Last name  Nonqualified plans,2
Becky Kaiser,0
Sarah Mcdaniel,0
Lucas Harris,0
Thomas and Sons Inc,1
May Ville New Roger NC,2
Website STATEMENT OMB Use Rse,2
Richard Hobbs,0
income taxable fail report b,2
Adams-Griffith Inc,1
Parsons Turnpike Apt.  East Shaun IN,2
Hooper Fall Apt.  Juliemouth RI,2
"Bruce, Morris and Riddle PLC",1
Alexandra Jordan,0
Chad Cove South Richard WV,2
Michael Skyway Apt.  Floresport IL,2
Jean Hanson,0
wages tips Medicare tax withheld,2
Sheila Hernandez,0
"Bailey, Patterson and Farmer and Sons",1
"Greene, Sherman and Dickerson PLC",1
Allen Group LLC,1
employee plan sickpay x ,2
"Cherry, Hebert and Warren Ltd",1
Richard Jensen,0
Richardson Expressway Cruzfurt OR,2
Antonio Sutton,0
"Little, Rodriguez and White Group",1
number Advance EIC payment Dependent,2
Olsen Cove Suite  South Lisa IA,2
Heather Mcknight,0
 Local etc  Local,2
"Ellis, Nguyen and Hart Ltd",1
Jerry King,0
Bianca Pennington,0
Crystal Court Suite  East Andre NJ,2
tips Medicare tax withheld Social,2
"Ibarra, Bradley and Lopez Ltd",1
Crystal Crest Apt.  Charlestown KY,2
Nicole King,0
Craig Parkways Suite  Martinstad AL,2
Freeman-Rodgers LLC,1
Giles and Sons Inc,1
G  Other enclosed Notice,2
"Strong, Moore and Ferrell LLC",1
Hanson and Sons Ltd,1
David Owen,0
"Coleman, Odom and Evans Ltd",1
"Ellis, Ford and Travis PLC",1
Smith Group PLC,1
"Washington, Sandoval and Cline Inc",1
tax negligence penalty sanction may,2
"Cole, Kim and Donaldson and Sons",1
Ashley Howell,0
penalty sanction may imposed STATEMENT,2
"Schultz, Warren and Tanner Ltd",1
payment Dependent care benefits ,2
Victor Robinson,0
Calderon-Gomez Ltd,1
Marshall-Wilson PLC,1
Hall-Schmitt Group,1
box    ,2
Pierce LLC and Sons,1
Medicare wages tips Medicare tax,2
Jason Carey,0
Melinda Neck Suite  Lake Garystad OH,2
Dr. Martin,0
Love Streets New Matthew AL,2
Local  Local income tax,2
report b Employer identification number,2
Rogers-Ortega Group,1
wages tips Medicare tax withheld,2
Duffy and Sons Group,1
Watson-Reese and Sons,1
Williams PLC LLC,1
"Alexander, Morales and Smith Ltd",1
Campbell-Perkins and Sons,1
Ramirez and Sons Group,1
number compensation Federal income tax,2
Courtney Spur Apt.  Stevenberg OK,2
Tanner Lodge Apt.  Allenhaven IN,2
Luke Turner,0
"White, Gregory and Barrett Group",1
Jill Case,0
Return This information furnished Internal,2
Young and Sons Inc,1
Tracey Garden Hallfurt HI,2
Raymond Brown,0
Kevin Adams,0
first name initial Last name,2
Baxter-Richardson PLC,1
Megan Gallagher,0
Jermaine Mews Sarahside CA,2
Heather Smith,0
Jenna Solis,0
Mark Hughes,0
Douglas Drives Suite  North Davidburgh NH,2
Anderson Inc Inc,1
"Morrow, Black and Fleming and Sons",1
Eric Benson,0
Dudley Manor Apt.  Noblehaven NE,2
Mcconnell Corner Port Stacy WY,2
Carson-Nixon PLC,1
Mercado and Sons Inc,1
Steven Valley Suite  Coxmouth FL,2
Chad Phillips,0
Murray Ltd Inc,1
  D  ,2
Social security tax withheld Medicare,2
Bryant Ltd Group,1
Steven Davis,0
tax withheld Medicare wages tips,2
 Allocated tips Control number,2
Schneider-Bailey LLC,1
Samantha Martinez,0
Mike Thomas,0
"Meyers, Mendoza and Jackson Inc",1
Greg Contreras,0
Stephen Ellis,0
Baldwin Mews East Samuelview AL,2
Jones Roads Lake Janice RI,2
Steve Maxwell,0
Frederick Nichols,0
Brown-Cole Group,1
Roy Mcguire,0
Ramirez Plains Josephton MD,2
Katherine Mcmahon,0
Rodriguez-Sanchez Inc,1
Lewis-Perez Ltd,1
STATEMENT OMB income taxable fail,2
Local income tax  Locality,2
Patricia Schultz,0
Leah Road Suite  Onealfort FL,2
tips etc  Local income,2
Holder Valleys New Amberberg MI,2
Gutierrez-Callahan Inc,1
Locality name Wage Tax ,2
Dickerson Terrace Suite  East Richard FL,2
Chapman Shoal Apt.  Rachelton WY,2
Rise v file b Employer,2
"Turner, Nelson and Robbins LLC",1
  Other enclosed Notice,2
Valencia PLC Ltd,1
plan sick pay x H,2
Bautista-Peck and Sons,1
"Kennedy, Walker and Anderson PLC",1
Henry Inc PLC,1
James Island Apt.  West Briantown ID,2
Ray-Foster Inc,1
 Other enclosed Notice c,2
Jenna Torres,0
withheld Social security tips ,2
"Clark, Mccoy and Hill Inc",1
Perez Inc Ltd,1
Smith Group LLC,1
Schwartz and Sons LLC,1
Patricia Hebert,0
"Williams, Mendoza and Collins Ltd",1
See instructions forbox  ,2
Barajas Camp Jenniferhaven OR,2
Danielle Johnson,0
Ochoa Pike Ginabury MD,2
"Logan, Gomez and Hancock LLC",1
William Sanchez,0
Frye-Taylor PLC,1
"Mooney, Flores and Colon Group",1
Donald Berg,0
Joseph Skinner,0
Laura Duncan,0
Beth Fernandez,0
income tax  Locality name,2
John Wright,0
number This information furnished Internal,2
Melissa Bridge Suite  Johnsonmouth NY,2
Coleman Inc Inc,1
John Rapid Apt.  West Steven OR,2
Farley-Fisher Group,1
Christina Quinn,0
Last name  Nonqualified plans,2
"Khan, Jefferson and Lopez LLC",1
Service Form Statement Copy Be,2
Williams Lights Mosleymouth MT,2
This information furnished Internal Revenue,2
Guerrero-Atkins and Sons,1
Parker Courts Suite  Emilyton MS,2
Heather Peters,0
withheld Medicare wages tips ,2
Mullins Locks Thomasview AL,2
Reyes PLC Group,1
Whitehead Summit Trevorville DC,2
"Jackson, Jackson and Downs Inc",1
Wage Tax  Department Revenue,2
Butler PLC LLC,1
Madison Glens Elizabethview ME,2
State state ID number ,2
Hughes-Bryant PLC,1
Pruitt and Sons LLC,1
Julia Ports Suite  Wadeton RI,2
 e first name initial,2
Mendoza-Lopez Ltd,1
Joseph Hall,0
April Mountains Apt.  Hudsonton AK,2
Christopher Long,0
Bridget Parks,0
Acosta Inc Group,1
Miranda Wolfe,0
Olivia Clark,0
John Rice,0
Gregory Johnson,0
tax  Local wages tips,2
Hester LLC Group,1
Gilbert Garden Suite  New Angela VT,2
Murray-Johnson Inc,1
Arnold LLC Inc,1
Tina Mccoy,0
Danny Cruz,0
a See instructions forbox ,2
Dependent care benefits  ,2
"Hernandez, Alexander and Phillips PLC",1
  Other enclosed Notice,2
Laura Webb,0
Statement sex file Copy C,2
Samuel Smith,0
"Parker, Evans and Valdez LLC",1
information furnished Internal Revenue Cut,2
Angela Ellison,0
Valerie Glens Taylorborough AR,2
Jared Lutz,0
employee plan sick pay X,2
address ZIP code  State,2
"Gonzales, Rice and Miller Ltd",1
Martinez-Short and Sons,1
Last name  Nonqualified plans,2
Christopher Rest Suite  Port Amber ME,2
Other enclosed Notice c d,2
Curtis-Silva Ltd,1
Jessica Smith,0
"Parker, Lyons and Braun LLC",1
Schneider Villages East Carla OR,2
Scott Owens,0
State state ID number ,2
This information furnished Internal Revenue,2
Olivia Drives Sullivanberg KY,2
Davis-Morrow Inc,1
ZIP code  State state,2
Barker-Gregory and Sons,1
  D  ,2
Other enclosed Notice c ,2
Brian Hicks,0
Smith-Davis Ltd,1
Jennifer Taylor,0
Richards PLC and Sons,1
Eric Canyon Apt.  Martinezview GA,2
Melissa Gross,0
Maria Field Suite  Harrellchester VT,2
Jessica Bypass Lake Marthaburgh WI,2
Roger Rue Apt.  Kyleville IA,2
"Owen, Myers and Brooks Group",1
tax withheld  c ZIP,2
payment  Dependent care benefits,2
Perkins LLC Ltd,1
security number This information furnished,2
Shane Mission East Carlosborough MT,2
Lamb-Grant and Sons,1
Paula Hill Apt.  North Josephburgh IN,2
Department Revenue Service Form Statement,2
Sheila Holmes,0
Holly Wall Suite  North Shirley HI,2
Dana Spurs Suite  South Christopher NV,2
  H  ,2
b Employer identification number compensation,2
Brandon Jones,0
Theresa Edwards,0
Sarah Pines Jasmineshire CO,2
"Marks, Martinez and Poole Ltd",1
social security wages Social security,2
Ashley Bryant,0
tips Medicare tax withheld Social,2
Martinez Ltd Group,1
Parsons-Johnson Group,1
Taylor-Salinas Inc,1
Be Filed FEDERAL Tax Return,2
"Brown, Andersen and Taylor Group",1
FEDERAL Tax Return This information,2
Kimberly Key Cobbland OR,2
"Miller, King and Warner Ltd",1
REISSUED social security number Visit,2
Rachel Ridges Karenton NH,2
Linda Spring Port Zacharyshire AR,2
"Lawrence, Ramirez and Rodriguez Ltd",1
Nicholas Causeway Walkermouth KY,2
Angela Falls Apt.  Lake Elizabethland RI,2
Maria Osborne,0
Bell Rapid Apt.  South Deborah NY,2
Hill Ramp West Barry NE,2
Salinas Viaduct Lake Keith NM,2
Frank Cove Suite  Port Hollyshire OK,2
"Herrera, Skinner and Williams Inc",1
Retirement b employe plan sickpay,2
Mcconnell Inc LLC,1
Massey and Sons Group,1
Leonard Cliffs East Jerryfort VT,2
income tax  Locality name,2
Smith LLC Inc,1
file b Employer identification number,2
Taylor and Sons PLC,1
Vanessa Cape Apt.  Port Jasonstad SC,2
Theresa Dale Michaelville MN,2
tips  Allocated tips Control,2
Troy Plaza Suite  West Jenna OH,2
Samantha Gray,0
Hess-Clark Group,1
wages tips Medicare tax withheld,2
Garcia Meadows Apt.  Jessicafort VT,2
Meredith Plains Apt.  Kaitlinshire MT,2
Anthony Williams,0
E  f address ZIP,2
Brandon Ramirez,0
William Divide East Joeside WV,2
Local  Local income tax,2
Marshall-Marshall LLC,1
Rogers and Sons LLC,1
Alexander Haynes,0
ZIP code  State state,2
Amanda Dawson,0
Lisa Richard,0
Rodriguez Fields West Anthonyfort OK,2
Michael Moore,0
Bruce Smith,0
Joseph Macdonald,0
Clark-Padilla LLC,1
Ryan Summit North Tracey MD,2
   Statutor Retirement,2
Douglas Obrien,0
e firstname initial Last name,2
Rhonda Lee,0
Heather Hill,0
Colon Brook Brookeport OR,2
Robertson Drive Suite  West Jose IL,2
Sharon Parkways Jenkinsport LA,2
Lee-Griffin PLC,1
Gloria Route Suite  Port Valerie WI,2
"Pearson, Lindsey and Howell and Sons",1
G   Statutory Retirement,2
   Statutory Retirement,2
ofthe Revenue Service Form Statement,2
Lee-Henson LLC,1
Mr. Patrick,0
Jacob Cove East Ryanburgh PA,2
Hobbs-Hill and Sons,1
Rodriguez Ltd LLC,1
Martinez Springs Suite  South Thomas MA,2
may imposed income taxable fail,2
Annette Harrell,0
 Nonqualified plans a See,2
Pierce Bridge Zimmermantown DC,2
Cameron Highway New Megan SC,2
Jasmine Gray,0
Dr. Dominic,0
Timothy Circle Apt.  South Gilbert TX,2
Advance EIC payment  Dependent,2
Gabrielle Heath,0
Dependent carebenefits   e,2
Jacqueline Causeway Suite  Jasonfort OR,2
Anderson Groves Apt.  New Samanthaborough NE,2
"Wade, Parks and Chambers PLC",1
This information furnished Internal Revenue,2
Robert Haven Apt.  New Michelleborough NY,2
Solomon Parkway West Stephanie OH,2
Medicare tax withheld Social security,2
Melissa Heights Cherylfurt NH,2
lower portion REISSUED social security,2
"Mooney, Chandler and Wright Group",1
Carter Group LLC,1
Curtis Creek Apt.  Robertobury MS,2
Maldonado Inc Group,1
Bailey Group Inc,1
  Other enclosed Notice,2
Jackie Fitzpatrick,0
Emma Brown,0
Kathy Terry,0
Nonqualified plans a See instructions,2
Espinoza Glen Suite  Elizabethchester NY,2
Yolanda Nelson,0
Neal Inc Ltd,1
Tony Roads Port Laura AK,2
Garrett Inc Inc,1
Patrick Rosales,0
Kristin Ramsey,0
Lisa Clark,0
Byrd and Sons and Sons,1
William Harrison,0
Matthew Underpass Suite  Smithfort GA,2
Brandon Ross,0
Joseph Burg Apt.  West Tanyatown NV,2
payment  Dependent care benefits,2
Mitchell Light Johnsonburgh NH,2
Natasha Banks,0
Moody Shoal Kaylabury CT,2
Ayala Isle Suite  Hernandezville AZ,2
"Hodges, Kelly and Marquez Inc",1
Catherine Taylor,0
 Dependent carebenefits  ,2
Mark Johnson,0
Gomez Stravenue Farrellview PA,2
x   Other enclosed,2
Collins Corners Hillside AR,2
Foster PLC LLC,1
Martin-Snyder LLC,1
Best-Ryan and Sons,1
Samuel Howard,0
Woods Avenue Apt.  South Christopherview UT,2
"Wilkinson, Gibbs and Berg and Sons",1
Gregory-Gamble Inc,1
Sara Inlet East Yolandaland OR,2
tips Control number Advance EIC,2
security tips Allocated tips Control,2
Gonzalez Ltd PLC,1
Castillo Inc and Sons,1
Smith-Lane Inc,1
Elizabeth Wells,0
Snow Junctions Rachelville DE,2
Mary Guerrero,0
employe lan sickpay X E,2
Campbell Ltd and Sons,1
Donald Forge West Erin MO,2
"Christensen, Downs and Blackwell Group",1
Wilson-Friedman Group,1
Arellano Circle West Cynthiaborough MA,2
Graham Center Suite  Kaylashire VA,2
Brenda Pines Suite  Richardbury KS,2
Adams Group Ltd,1
John Schaefer,0
Matthew Phelps,0
Gray-Diaz Ltd,1
tax withheld Medicare wages tips,2
Andrew Contreras,0
Jennifer Black,0
Park Port Lake Lorettafort AL,2
Burns Wall Apt.  Rossberg VA,2
John Coves Chandlerville WY,2
d H  f address,2
Michael Well Gregoryhaven OH,2
compensation Federal income tax withheld,2
Scott Pines West Jasonport IA,2
Lawrence Simpson,0
Thomas Views Suite  Garychester LA,2
Jesus Streets Apt.  West Xavierstad WA,2
  Statutor Retirement b,2
"Taylor, Murray and Ramos PLC",1
Other enclosed Notice c P,2
 State tips  State,2
Edward Cervantes,0
penalty sanction may imposed STATEMENT,2
Aaron Black,0
withheld Social security tips Allocated,2
Frey-Wong Inc,1
Alicia Bauer,0
Donna Clark,0
Wilkins Branch Suite  Josephland TX,2
Eric Fork Jeffersonmouth VA,2
 State state ID number,2
Revenue Cut Keep lower portion,2
Nicole Park Joneschester NH,2
se file Copy C For,2
Payne Estate Apt.  Watsonfurt RI,2
Carlson-Thompson Group,1
tax withheld c ZIP code,2
Local tips  Local income,2
Hoover Path Suite  Port Richardview TX,2
Tiffany Velez,0
William Circle North Evanfort OK,2
number compensation Federal income tax,2
Bentley-Blair and Sons,1
Henson-Peterson PLC,1
Lindsey-Chandler PLC,1
William Baker,0
Medicare wages tips Medicare tax,2
"Rodriguez, Scott and Nelson and Sons",1
"Kelley, Barber and Garcia and Sons",1
Control number Advance EIC payment,2
Social security tax withheld Medicare,2
Statutor Retirement  employe plan,2
REISSUED social security number Visit,2
Wilson-Kelly Inc,1
Laurie Campbell,0
Jeffrey Inlet Suite  Tylermouth AR,2
 Localityname Wage Tax ,2
"White, Romero and Patel PLC",1
Crystal Ways West Marc FL,2
 Vonqualified plans a See,2
Tony Marks,0
Travis Barnes,0
Aaron Manning,0
Christopher Gateway Suite  Evansburgh AK,2
tax  Local wages tips,2
benefit  e firstname initial,2
"Baker, Morrow and Owens and Sons",1
Nicole Carter,0
"Watts, Thompson and Schroeder LLC",1
Allen and Sons PLC,1
Steven River South Andrea VA,2
Denise Hill Suite  Kaneburgh OK,2
Hernandez Mews Gonzalezville MS,2
Jackson Ltd LLC,1
Brandon Summit Suite  Lake Heather ND,2
State  State income tax,2
Casey PLC Inc,1
Richard Davila,0
tax withheld Medicare wages tips,2
Griffin Group Group,1
Alicia Views Jessicamouth NY,2
FEDERAL Tax Return This information,2
Bishop LLC Group,1
withheld Medicare wages tips Medicare,2
Laura Mountain West Lauriefort VA,2
Brendan Branch Suite  Beasleyburgh LA,2
Theresa Benson,0
"Martin, Finley and Adams Group",1
Villarreal Drive Apt.  Brownfurt ID,2
Morales Wells New John VT,2
Cody Oval Norrisview FL,2
This information furnished Internal Revenue,2
EIC payment Dependent care benefit,2
Dawn Mann,0
Brandon Walks Apt.  Pamelaborough TN,2
Adam Lynch,0
social security number Visit IRS,2
Henry Lee,0
Kimberly Cross,0
Smith Group PLC,1
Samuel Route Apt.  East Jesse MA,2
D   Statutory Retirement,2
tips Control number Advance EIC,2
"Barnes, Jacobs and Burke PLC",1
Martinez Rapid East Maureenberg SC,2
Michael Radial Apt.  Jenniferport OR,2
Local income tax  Locality,2
Jody Cook,0
Joshua Brown,0
Alexandra Extension Bennettburgh WY,2
Susan Montgomery,0
Nicole Khan,0
"Galvan, Hill and Haynes Group",1
Federal income tax withheld c,2
Cunningham Group Inc,1
Roger Whitehead,0
Carrillo Center Jillland FL,2
income taxable fail report b,2
sickpay H   Other,2
Tracy Davies,0
imposed income taxable fail report,2
Carla Brown,0
furnished Internal Revenue Cut Keep,2
Jason Loaf North Marissa NE,2
"Aguilar, Grant and Cox PLC",1
Jessica Murphy,0
"Hall, Travis and May Ltd",1
Hodges-Lopez and Sons,1
Thomas Rhodes,0
Anthony Meadow Suite  Jameshaven CT,2
Gilbert Ridges Briannamouth WA,2
information furnished Internal Revenue If,2
Pope and Sons Group,1
security tips Allocated tips Control,2
West and Sons Inc,1
David Jones,0
Lori Rest East Gerald NM,2
etc  Local income tax,2
numbe Advance EIC payment Dependent,2
Courtney Thompson,0
box   D ,2
Kelly Buchanan,0
 e firstname initial Last,2
tips Control number Advance EIC,2
Richard Walks Suite  Lake Jamesland NV,2
Joseph Hurst,0
FEDERAL Tax Return This information,2
Morales PLC Ltd,1
 E  Statutor Retirement,2
tips etc  Local income,2
Martin Smith,0
Daryl Maddox,0
Chaney PLC Ltd,1
Jose Combs,0
Johnson Parkway Suite  South Ericborough MA,2
enclosed Notice c E ,2
state ID number  State,2
Ryan Branch Apt.  Savannahbury NY,2
Rebecca Wilkins,0
Tapia Extension New Alexander IN,2
Scott Run Matthewberg IN,2
  e firstname initial,2
"Berg, Ali and King LLC",1
Christensen-Brown LLC,1
Brian Crescent Garyland MD,2
Hannah Village Apt.  Nguyentown MT,2
Hernandez Inc PLC,1
income taxable fail report b,2
Frank Springs Suite  North Jerryfurt OH,2
Tina Corners New John DC,2
"Pena, Mccarthy and Haney LLC",1
Gutierrez Lakes South Josephstad DE,2
Nonqualified plans a See instructionsfor,2
Debra Carlson,0
Stephenson Plains Suite  Lake Jonathanberg NV,2
Smith-Anderson and Sons,1
Mckee-Jackson and Sons,1
"Christensen, Robinson and Pierce PLC",1
Eileen Gonzalez,0
negligence penalty sanction may imposed,2
name IN Wage Tax ,2
Maldonado Radial New Scottville AL,2
Donna Patel,0
Coleman and Sons and Sons,1
David Wilson,0
"Davila, Martin and Hawkins PLC",1
Miller Manors North Diana LA,2
Brian Wood,0
Wage Tax  Department Revenue,2
Copy Be Filed FEDERAL Tax,2
nsew file b Employer identification,2
ID number  State wages,2
"Walker, Taylor and James Ltd",1
Justin Long,0
Harris Locks East Alyssa CO,2
Scott Inc Ltd,1
security number Visit IRS Website,2
plan sick pay x E,2
Department Revenue Service Form Statement,2
Carl Rojas,0
EIC payment Dependent care benefits,2
care benefits   e,2
Robinson Camp Apt.  Rickyfurt WY,2
Kevin Wallace,0
Social security tax withheld Medicare,2
Johnson and Sons Ltd,1
benefits   e firstname,2
Wilkinson Mall Suite  North Lisa WV,2
Chad Ridge Suite  Ashleytown CT,2
Carlson Island Port Mary OR,2
withheld Medicare wages tips Medicare,2
Mr. Danny,0
"Harris, Hall and Page Ltd",1
Shelly Station Christopherville NM,2
security number Visit IRS Website,2
Karen Square Suite  Mitchellville MO,2
c P  d E,2
Damon Ford Davidside DC,2
Kathleen Mission Apt.  Donnaview IN,2
Robert Moss,0
Bell Overpass Apt.  North Michele RI,2
William Ray,0
Robert Lane Suite  West Ronaldborough HI,2
 Statutory Retirement b employee,2
Medicare tax withheld Social security,2
Heather Vista Kathleenside OH,2
Jones Mountains Apt.  East Feliciafort AR,2
Lopez-Marsh Ltd,1
social security number Visit IRS,2
Coleman Pines Suite  Margaretside WI,2
Anderson-Mcintyre Inc,1
Joshua Ramirez,0
Richard Park Apt.  Riosview NY,2
Merritt-Livingston Ltd,1
fail report b Employer identification,2
may imposed STATEMENT OMB income,2
Cole Kerr,0
Lopez Burg Benjaminland NV,2
Zachary Wright,0
Brooke Robinson,0
Anna Murphy,0
Nathan Squares New Dawn AL,2
Herrera Ltd PLC,1
Sarah Brown,0
Jacqueline Wall Suite  Williamsview MN,2
Tax  Department Revenue Service,2
David Miller,0
"Carson, Weiss and Osborne PLC",1
 Locality name Wage Tax,2
income tax  Local ,2
Paul Expressway Suite  Timothystad AZ,2
b Employer identification number compensation,2
