context,label
cut here. keep lower portion for your records.,2
sundaralingam sanny,0
socon-media,1
sobha ozolins,0
shabila shorten,0
leund burau,0
rens hartje,0
advance eic payment,2
advance eic payment,2
omb no. 1545 -0008 this income is taxable and you fail to report it.,2
relish bistro ltd,1
e employee's first name and initial last name,2
baccio beacher,0
upper cut productions ltd,1
relog - ict management & consulting,1
15 state employer's state id number,2
"vages, tips, other compensation",2
advance eic payment,2
eurocolor,1
"wages, tips, other compensation",2
omb no. 1545-0008 fast! use asev file at www.irs.gov/efile.,2
(see enclosed notice to employee.),2
wu capital group,1
digital dimension,1
prime river pty ltd,1
advance eic payment,2
medicare wages and tips,2
tay prewett,0
telecomguard,1
15013.35 thomas passage,2
muhibur gren,0
bluetouch,1
barry county advertiser,1
f employee's address and zip code,2
copy c for employee's records.,2
valeriefort va 05465-30,2
medicare wages and tips,2
dennis wise photography,1
ezmariah deepanker,0
8 allocated tip:,2
chikao topolosky,0
"finger food products, inc.",1
shehzad remmie,0
12a see instructions for box 12,2
8103 penny forges,2
ludena mainord,0
8 allocated tips,2
ninako wisseman,0
arroyo sat,1
caisha delles,0
jaraad egitto,0
weir specialty pumps,1
b employer identification number,2
araneae solutions,1
social security wages,2
f employee's address and zip code,2
inclust systems,1
creighton dialysis,1
shakina odel,0
bill hunter insurance brokers inc.,1
invesyde,1
spec energy s.r.l.,1
svyazinvest,1
"start.ru is a studio, which combines the production and distribution of russian-language content",1
natrice duban,0
8555 monique falls suite 048,2
social security tips,2
form w-2 statement,2
e employee's first name and initial last name,2
van den nieuwendijk bouw,1
medicare wages and tips,2
hisatoshi rademacher,0
hineston ma 16478-2912,2
"to file a tax return, a negligence penalty or other sanction may be imposed on you if",2
lamonica design,1
mcneilberg nc 93503-3138,2
cludev ab,1
ssi - special select invest ag,1
omb no. 1545 -0008 this income is taxable and you fail to report it.,2
conya krysh,0
ryter bregon,0
durnin rohrbach,0
acamas teslow,0
15 state employer's state id number,2
shaw education ltd,1
juste cosca,0
ambiente veneto srl,1
13 statutor retirement third-party 12b,2
loom crafts furniture ( india ) pvt.ltd.,1
wallraff perez-pardini,0
antonne koser,0
carlyle properties,1
champagne gosset,1
social security tips,2
suncoast appraisal group,1
14 other (see enclosed notice to employee) |12c,2
dragomirka gordhanlal,0
joab ribeiro costa advogados associados,1
virjinia ciraolo,0
copy c for employee's records.,2
"16 state wages , tips , etc . 17 state income tax 18 local wages , tips , etc. 19 local income tax 20 locality name",2
further it ltd,1
results |coaching,1
marco gmbh,1
tampa bay communications inc,1
maiwen bobbitt,0
wage and tax,2
fedorko omwati,0
levin simes kaiser gornick llp,1
kayilan lokken,0
johnye hilstad,0
"c employer's name, address, and zip code",2
(see enclosed notice to employee.),2
quadriga usa enterprises inc.,1
173697.81 40404 . 7 amber roads,2
reliance media,1
14 other (see enclosed notice to employee) 12c e 147,2
leongard daria,0
dojka eblen,0
nicco janovich,0
north derrick ny 42561-2236,2
caribbean safety trainers of pr inc.,1
this information is being furnished to the internal revenue service. if you are required,2
tenax consulting ltd,1
asl airlines ireland,1
form w-2 statement,2
red giant,1
azeema loge,0
3 statutor retirement third-party 12b,2
b employer identification number,2
kritikal media,1
revaho (netafim),1
topshelf productions,1
pt. scan nusantara,1
