context,label
"Manning, Mccann and Guerrero Inc",1
"Walker, Mcpherson and Chen Group",1
Robert Court Cruzside CA,2
Kathryn Miller,0
Randy Lewis,0
"Davis, Flynn and Rice PLC",1
 State wages,2
Daniel Burg West William UT,2
Davis-Morrow Inc,1
initial Last name,2
Hall Inc and Sons,1
Harper and Sons and Sons,1
Debra Carlson,0
Maldonado Inc Group,1
Other enclosed Notice,2
David Valleys Gamblebury NE,2
Michelle Hicks,0
Gray Prairie Suite  South Loganmouth MD,2
Moore Crest South Mathew WI,2
Wayne Jimenez,0
Brian Plaza Brownburgh IA,2
file b Employer,2
Donna Cruz,0
"Mitchell, Taylor and Turner Inc",1
Sweeney Inc Ltd,1
Thomas Ville North Michealfurt PA,2
Michael Jarvis,0
Alexander Kane,0
Return This information,2
security wages Social,2
Johnson Roads Suite  New Theresa GA,2
Vazquez LLC Inc,1
Wood and Sons LLC,1
Jenkins Vista Port Jonathan SC,2
Sean Villarreal,0
Young PLC Ltd,1
Wright-Joseph LLC,1
sick pay X,2
Other enclosed Notice,2
Vang Trace North Heather SD,2
information furnished Internal,2
Locality name ,2
Richard Martin,0
Adams Group Ltd,1
X H ,2
Paul Circles East Paulachester NJ,2
"Kelly, Vasquez and Walter PLC",1
Sheri Peterson,0
Joyce Mountain East Gina IA,2
Jose Barry,0
Pierce LLC and Sons,1
C For Use,2
Patrick Dudley,0
"Lane, Mcguire and York LLC",1
Michael Tate,0
Richardson LLC Ltd,1
wages tips ,2
D  Other,2
Jennifer Taylor,0
Ian River Tyronehaven CO,2
"Hudson, Goodman and Martinez and Sons",1
John Wright,0
White and Sons Group,1
Underwood-Roberts and Sons,1
  Other,2
Sabrina Alley Catherinefort DE,2
EIC payment ,2
Elliott and Sons and Sons,1
Taylor Cox,0
file tax negligence,2
Hobbs-Hill and Sons,1
benefit  ,2
Phillip Neal,0
 State state,2
Abbott LLC Ltd,1
Statement se file,2
Douglas Drives Suite  North Davidburgh NH,2
Medicare tax withheld,2
Beltran and Sons Inc,1
Erin Crescent Laurentown OR,2
Martin Motorway Scottshire SC,2
Kimberly Shoals East Jamesburgh HI,2
Jeffrey Ports Apt.  Martinezshire SD,2
Hernandez View Jeffreychester IN,2
Khan-Burns Ltd,1
Hannah Village Apt.  Nguyentown MT,2
James Walker,0
Laura Trail Danielland LA,2
George Knolls Suite  Olsenton ND,2
Bradley Road Jamesside DE,2
Website STATEMENT OMB,2
e first name,2
Garcia Ltd LLC,1
tax withheld ,2
  Statutory,2
Robert Ridges Ortizmouth MI,2
"Stone, Weaver and Mason Group",1
Donald Forge West Erin MO,2
"Medina, West and Scott Inc",1
"West, Wilcox and Wong Inc",1
wages Social security,2
Hill Orchard Apt.  Garciaborough NC,2
"Gonzales, Rice and Miller Ltd",1
withheld Medicare wages,2
Ray-Hoover and Sons,1
G  ,2
Allison Inc and Sons,1
Smith LLC Ltd,1
Eric Smith,0
Luis Warren,0
"Collins, Garrett and Tucker Inc",1
Revenue Cut Keep,2
Samantha Brooks,0
Marcus Roads Taylorhaven LA,2
Eric Fork Jeffersonmouth VA,2
Debra Brown,0
Michelle Oliver,0
X  ,2
Martinez Ltd Group,1
Christian Brown,0
Marc Skyway Suite  New Tracy MN,2
Edwards Springs Apt.  Rachelfort RI,2
Nguyen Expressway Apt.  New Douglas NM,2
Martin Alley Suite  Anthonyland MN,2
etc  Local,2
Brandon Trail Brennanburgh SC,2
Mary Knox,0
Steven Davis,0
 Medicare tax,2
Victor Robinson,0
Derek Miller,0
Chloe Phillips,0
Henry Davis,0
Smith-Jones Ltd,1
Reese-Soto and Sons,1
Filed FEDERAL Tax,2
Brandon Streets Thompsonshire WI,2
 Other enclosed,2
Charles Crane,0
Hernandez Crossroad Port Aimee WA,2
name  Nonqualified,2
Daniel Lara,0
Aaron Anderson,0
 Locality name,2
etc  Local,2
Diana Meza,0
"Christensen, Downs and Blackwell Group",1
Wesley Conley,0
Jenna Torres,0
Stokes Rest Suite  Craigbury OH,2
Paul Riddle,0
Phillip Garcia,0
plans a See,2
Shane Extension Lake David IN,2
Dodson-Keller PLC,1
Bailey LLC Group,1
State state ID,2
Brett Steele,0
number  State,2
Alexander Cunningham,0
Troy Donovan,0
Michael Rivera,0
Stephanie Green,0
Victor Juarez,0
Harmon-Kerr PLC,1
Mendoza-Lopez Ltd,1
Logan Parkway Apt.  West Janefort AR,2
Bill Miller,0
Simpson Inc PLC,1
Benjamin Myers,0
furnished Internal Revenue,2
c ZIP code,2
"Juarez, Bruce and Wright Group",1
"Wilkins, Sweeney and Camacho Ltd",1
"Wilson, Bradley and Liu PLC",1
For Use enclosed,2
EIC payment ,2
Social security wages,2
Heidi Schmitt,0
Dunn-Floyd Ltd,1
State state ID,2
Linda Knox,0
Tax  Department,2
 State wages,2
Henry Bell,0
Wage Tax ,2
"Kelley, Klein and Cunningham Inc",1
Smith-Kennedy Inc,1
"Mitchell, Mason and Moran PLC",1
Bruce Young,0
Miller and Sons Inc,1
Shea Group Ltd,1
Archer-Collins PLC,1
Robinson-Smith Group,1
"Parker, Shelton and Mitchell LLC",1
Traci Oval Suite  South Stephaniebury LA,2
nsew file b,2
Maldonado Estates Suite  Christinetown HI,2
Patel PLC Inc,1
Harrison-Lester Inc,1
Larry Plain New Josemouth WV,2
Cut Keep lower,2
 d ,2
Paul Spurs East Heather IL,2
Greg Parks North Karen UT,2
Tamara Brown,0
Harris LLC PLC,1
Burns-Smith Ltd,1
Vaughan and Sons Inc,1
Whitehead Summit Trevorville DC,2
Young-Sharp and Sons,1
Crosby Inc Inc,1
"Duncan, Shepard and Shea Inc",1
Bates-Thomas Ltd,1
Robert Benson,0
Rivers Throughway West Jessicaview OR,2
"Lee, Klein and Flores Ltd",1
  ,2
Kimberly Miller,0
Nicholas Payne,0
Harvey Club South Melissabury AZ,2
Daniels Locks Suite  West Darrell KY,2
Stacy Anderson,0
instructions forbox ,2
Rebecca Lee,0
Thompson Ltd Inc,1
lower portion REISSUED,2
plan sickpay X,2
Wise Flat Apt.  Grimesside AK,2
Jeremy Sanchez,0
Raymond Marquez,0
Oliver-Peterson Ltd,1
Retirement b employee,2
Jacqueline White,0
fail report b,2
Ariana Garza,0
STATEMENT OMB No,2
Flores Ltd Ltd,1
Sarah Walks Apt.  South David DE,2
 Locality name,2
Whitney Callahan,0
Daniel Baker,0
"Cook, Torres and Graham Group",1
"Bryant, Ruiz and Jacobson and Sons",1
"Green, Hayes and Andrews Ltd",1
Jeffrey Burke,0
Kimberly Views Suite  North Matthewshire KS,2
Brett Robinson,0
Olson Mills Apt.  Wandatown VA,2
Ortiz Park Lake Matthewberg DC,2
Mark Raymond,0
tax  Local,2
Dakota Young,0
tax  Locality,2
Hurley Inc and Sons,1
Robert Forks Hughesmouth AR,2
Filed FEDERAL Tax,2
Cain Ramp Suite  New John TN,2
Rodriguez Ltd LLC,1
Rodriguez Brooks Apt.  South Desireeview TN,2
Sara Trafficway Greenton KS,2
Cameron Barnes,0
"Miller, Becker and Miller and Sons",1
Andrew Station Watkinsfurt NH,2
Williams Forks Ramseyport WI,2
social security number,2
Douglas Obrien,0
Anderson Locks Berryside SC,2
tips etc ,2
Joseph Harbor Suite  Port Kathleenview WV,2
Stephen Street Apt.  South Mary NE,2
Herring LLC Group,1
Wheeler Place Apt.  New Brandonfort VT,2
Phillips Mountains Apt.  Brownbury NV,2
Rebekah Barnett,0
Justin Davis,0
number compensation Federal,2
Andrew Pine Apt.  Port Amy WA,2
Internal Revenue Cut,2
Joseph Martinez,0
Michael Parkways Apt.  East Patrickton CA,2
Ramirez Lights Jessicaland AR,2
Bianca Rasmussen,0
Contreras Group PLC,1
Anderson-Ho Ltd,1
Local  Local,2
 Dependent care,2
Laura Turner,0
Bell Row Thorntonchester SC,2
Jackson Stream Cooperstad AL,2
Cut Keep lower,2
Melissa Isle South Sarah RI,2
Young-Perkins PLC,1
Alan Luna,0
Christopher Sullivan,0
Wheeler Corners Suite  Port Timothymouth VA,2
Billy Anderson,0
Henry-Jones Inc,1
Michael Cooper,0
tax withheld Medicare,2
income tax withheld,2
number Visit IRS,2
Sharp Inc Group,1
Hall-Thomas Group,1
Nelson-Wiggins Ltd,1
Nicole Molina,0
Walker PLC Inc,1
Jeffrey Kim,0
Medicare tax withheld,2
first name initial,2
Notice c D,2
Tyler-Johnson PLC,1
Katherine Macias,0
"Barnett, Walker and Ortega Inc",1
Laura Young,0
Herrera Inc Ltd,1
Matthew Torres,0
Hurst LLC LLC,1
Evans Group Inc,1
 Local income,2
This information furnished,2
number This information,2
 Nonqualified plans,2
Catherine Taylor,0
 Local income,2
Miranda Anderson,0
Vaughan-Olsen Group,1
"Weeks, Poole and Joyce Ltd",1
Local income tax,2
Carey Ranch Suite  Matthewston CT,2
tips Medicare tax,2
Carlos Overpass Paulport WV,2
Stevens-Prince Group,1
Statutor Retirement b,2
Jessica Williams,0
Matthews PLC and Sons,1
"Martin, Vincent and Wagner Group",1
Lopez-Jensen LLC,1
This information furnished,2
Mary Bypass Suite  Cardenasstad PA,2
tax withheld c,2
Jones Oval Suite  Jerryborough NV,2
Deleon-Davis LLC,1
Erika Love,0
c P ,2
Green-Bryan Ltd,1
 Statutor Retirement,2
Michael Oval Ashleyborough SC,2
Michelle Square Apt.  Jennatown OH,2
Julie Hill,0
Little Garden West Yolanda SD,2
withheld c ZIP,2
Other enclosed Notice,2
Roberts LLC PLC,1
Julia Wright,0
Wayne Jensen,0
Williams Station North Maurice AR,2
John King,0
Kathryn Knight,0
Jones Inc Group,1
Vega LLC LLC,1
"Butler, Carson and Cox Group",1
"Richardson, Wilson and Ward PLC",1
Lawson Locks Bensonbury NJ,2
Benjamin Forks Apt.  West Amandamouth MD,2
information furnished Internal,2
Jeremy Parkway Apt.  Charlenemouth VT,2
 Statutor Retirement,2
tips Medicare tax,2
Carla Brown,0
Craig Viaduct New Bonnie NE,2
Ortega Centers Costastad OR,2
Morton PLC Group,1
sickpay X X,2
Caroline Roberts,0
Social security tips,2
Mr. Phillip,0
number  State,2
file b Employer,2
Thompson Haven Smithfort LA,2
Hansen-Solis Ltd,1
Kristin Ramsey,0
Evans Ltd Group,1
Henry Forge Apt.  New Gary NE,2
a See instructions,2
Bell Rapid Apt.  South Deborah NY,2
Carolyn Mclaughlin,0
Allocated tips Control,2
wages Social security,2
Candice Mills Apt.  Dodsonberg AZ,2
Christy Plaza Michaelland NY,2
"Petersen, Bates and Jackson Inc",1
OMB Use b,2
penalty sanction may,2
Jason Glen Apt.  North Lorraine VT,2
Erin Greens Apt.  West Janet CA,2
tax  Local,2
Powell Ferry Apt.  Jacobsfort GA,2
"Lam, Williams and Flores LLC",1
  Other,2
Reynolds Ltd Inc,1
William Skyway Erikberg NM,2
Bonnie Diaz,0
Zachary Brook Lorraineland MI,2
Marquez LLC Ltd,1
Chris Green,0
Hampton Prairie Wilsonview WY,2
Estrada-Clark PLC,1
Other enclosed Notice,2
Renee Taylor,0
Form Statement se,2
payment  Dependent,2
Molly Brown,0
Stephen Shores Patriciafort ME,2
Pierce and Sons Group,1
number Visit IRS,2
Johnson Burgs Suite  Port Alvintown AZ,2
If required file,2
Sheila Holmes,0
code  State,2
plans a See,2
Robin Adams,0
"Giles, Simmons and Johnson and Sons",1
Mike Thomas,0
identification number compensation,2
Social security tax,2
Benjamin Howard,0
Montgomery Mews Apt.  South Theodore WV,2
Daniel Jenkins,0
Tyler Nichols,0
etc  State,2
report b Employer,2
Mcguire-Levine Inc,1
Danielle Isle Apt.  Kennethview OR,2
identification number compensation,2
Ricky Port Westport MD,2
name Wage Tax,2
Kyle Murphy,0
Theresa Forge Suite  North Tylerfurt NH,2
Munoz-Jackson and Sons,1
Cline Crescent West Alison KS,2
Bowman-Davis Inc,1
Holly Lucero,0
Rodriguez and Sons Ltd,1
David Lodge New Alison MN,2
Gonzales Drives Lake Vanessaberg OK,2
tax withheld echester,2
Mendoza Inc and Sons,1
  ,2
Amy Villages Mitchellchester AZ,2
 Dependent care,2
Holder PLC and Sons,1
Robert Mill Rebeccaland GA,2
Meredith Price,0
Karen Inlet North Wendy AR,2
Raymond Ray,0
Brent Alexander,0
Victoria Lopez,0
Mariah Zhang,0
Laura Moreno,0
Matthew Carroll,0
furnished Internal Revenue,2
Vazquez Lodge Suite  New Carolyn WI,2
Saunders Grove East Cheryl AZ,2
"Ellis, Nguyen and Hart Ltd",1
Dawn Chapman,0
Yates Mountains Suite  East Margaretville ME,2
Antonio Sutton,0
Daryl Maddox,0
Brian Golden,0
care benefits ,2
Seth Valdez,0
Sara Springs Apt.  Larsonhaven UT,2
Miller Grove Apt.  Guzmanchester IN,2
Federal income tax,2
Warner-Jones Group,1
Retirement b employer,2
Nancy Brock,0
David Stream North Alejandraburgh PA,2
Employer identification number,2
Joshua Greer,0
Lisa Myers,0
Miss Samantha,0
"Gutierrez, Morgan and Perkins Ltd",1
Melissa Hardy,0
Sherry Fernandez,0
Bridges Spurs Apt.  New Christopher VT,2
Linda Via Williamsonstad AK,2
Chloe Johnson,0
Beth Ramirez,0
David Extensions Apt.  Alvaradoport VT,2
Golden Trail Timothyborough KY,2
number compensation Federal,2
pay X X,2
Hanna-Davis PLC,1
 Local income,2
Service Form Statement,2
etc  Local,2
Pennington-Ramirez PLC,1
Horn Ridges Kingville RI,2
"Hobbs, Cooper and Brown Ltd",1
Mary Thompson,0
Kathryn Sexton,0
Chelsea Christian,0
Byrd Ports Keithshire LA,2
Dominguez Estate Lake Thomasbury NE,2
Seth Turnpike Suite  Danielsfort ND,2
lan sickpay X,2
 Statutory Retirement,2
REISSUED social security,2
 Locality name,2
Allocated tips Control,2
Waller LLC LLC,1
Mr. Willie,0
Mueller Lane Suite  Jefferyland HI,2
John Fort Apt.  North Timothy KS,2
Revenue If required,2
Bryant Ltd Group,1
Richard Blake,0
"Lynch, Garcia and Pham Inc",1
John Hernandez,0
identification number compensation,2
Be Filed FEDERAL,2
negligence penalty sanction,2
Carlos Mitchell,0
Daniel Neck Aaronmouth AK,2
Michele Garcia,0
Revenue Service Form,2
Allocated tips Control,2
"Rodriguez, Landry and Maldonado PLC",1
Elizabeth Islands Suite  Laurieville ND,2
Johnny Mills Suite  Cookebury DE,2
Lewis Group PLC,1
Jennifer Groves Stevenport TN,2
social security number,2
 Other enclosed,2
Alvarado-Farrell LLC,1
Tonya Sanchez,0
Tony Walker,0
f address ZIP,2
Lopez-Nelson LLC,1
Jeffrey Plaza Sharonside OR,2
William Extensions Apt.  Murrayborough KY,2
enclosed Notice c,2
Ryan George,0
Kristine Dam Tylerfort MT,2
Stephanie Parks East Michele LA,2
Carl Powell,0
Michael Sawyer,0
Brown-Mahoney Inc,1
Amber Koch,0
Adams Pass Hernandezport NH,2
William Leon,0
"Brennan, Gomez and George and Sons",1
Samantha Street Port Michael IN,2
Ronald Motorway Suite  West Andreland GA,2
Thompson Inc and Sons,1
Madison Land Suite  West Daniellefurt ID,2
Hall Plain Suite  Wilkinsonton MD,2
tax  Local,2
Campbell Isle West Christina NJ,2
Richard Pass Suite  New Jonathanfort SC,2
Laura Rodriguez,0
enclosed Notice c,2
 State state,2
Henry-Rogers Inc,1
White Mill Lake Erinside UT,2
Amanda Hayden,0
James Lane Suite  West Brian AL,2
Hess-Clark Group,1
Murray-Johnson Inc,1
White-Sanchez LLC,1
Sharon Extension New Emily MI,2
Vincent-Mahoney Inc,1
Copy Be Filed,2
b emplove plan,2
Bender Ltd PLC,1
Rodriguez-Sanchez Inc,1
Rios-Anderson Ltd,1
Patricia Schultz,0
Retirement b employee,2
c ad ZIP,2
Cindy Brooks Sethbury NY,2
Lopez-Marsh Ltd,1
Brian Kramer,0
  Statutory,2
Wilkerson Tunnel Port Sara VA,2
Michael Chang,0
Diane Turnpike North April UT,2
Rice Vista Apt.  Johnsonstad SC,2
 Local income,2
"Nelson, Nunez and Smith Inc",1
security tax withheld,2
Wells Stream Suite  Pamelabury MN,2
Eric Thomas,0
Matthew Drive Lake Jeffreymouth TX,2
Robin Road Suite  Jeffreyfurt FL,2
Owens Groves Williamsburgh WI,2
Neal Inc Ltd,1
Alyssa Plaza Apt.  South Erinfort FL,2
Hays-Benton Group,1
Duran LLC LLC,1
Dr. Kaitlyn,0
withheld c ZIP,2
Teresa Expressway East Bobby MO,2
Alejandro Singleton,0
tax negligence penalty,2
number compensation Federal,2
Lam Islands Lake Jennifer MA,2
Sandra Dean,0
"Casey, Mcfarland and Gibson Group",1
Cobb Pines Powellburgh ID,2
Charles Long,0
Ronald Reyes,0
Greg Contreras,0
Brooks Inc Inc,1
Glenn Keith,0
Anderson-Conner Group,1
Lowery Garden Michelletown WA,2
Internal Revenue Cut,2
Timothy Miller,0
John Williams,0
Christine Elliott,0
identification number compensation,2
Jeffrey Dixon,0
Social security tax,2
 Local wages,2
Hanson and Sons Ltd,1
Carl Rojas,0
Jeffrey Marsh,0
Christine Crossing North Rhonda SC,2
Lindsey Lock Sydneyshire FL,2
Christina Howard,0
Internal Revenue Cut,2
"Strong, Moore and Ferrell LLC",1
Social security tax,2
G  ,2
Meagan Spring Suite  Isabelview IA,2
Dustin Stravenue Woodhaven CT,2
Brittany Moreno,0
"Solis, Robinson and Jones LLC",1
Stephanie Harper,0
Ford Mountains Suite  Kevinside MD,2
Fuller Creek Ericafurt VT,2
portion REISSUED social,2
Wise Curve Suite  South Timothyberg ME,2
Mr. Michael,0
Eric York,0
Paula Plains Rosshaven WY,2
Leon Cross,0
Ann Crescent Apt.  Richardtown DE,2
Rollins Ferry Gabrielview MO,2
a See instructions,2
Oconnor-Barnes Ltd,1
Hall Isle East Zachary ME,2
Brown Falls Markview DE,2
Mccormick-Berry and Sons,1
Filed FEDERAL Tax,2
Bethany Ho,0
Walker and Sons Ltd,1
Peterson-Fields Group,1
numbe Advance EIC,2
Lucas Harris,0
Megan Matthews,0
Jennifer Grove Apt.  New Lauren PA,2
Matthew Carlson,0
security wages Social,2
John Osborne,0
Kimberly Taylor,0
Theresa Passage Suite  Andreafurt KY,2
"Rhodes, Anderson and Bailey Group",1
Gregory Hart,0
Robert Martin,0
Dylan Calderon,0
Gregory Path Suite  Williamsmouth LA,2
Martin Vista Apt.  West Brent TX,2
Salinas Row Aliciaberg MO,2
Meagan Bypass New Jonville IA,2
Anna Trafficway East Patrick AK,2
Melvin Lucero,0
Johnson-Sanchez PLC,1
Dr. Dustin,0
Social security tax,2
Amanda Wilcox,0
Hill-Sharp and Sons,1
Peter West,0
 State wages,2
Young Terrace Apt.  Martinmouth IL,2
"Patton, Hancock and Taylor Ltd",1
David Cook,0
withheld c ZIP,2
Wood Manor Apt.  Jeffreyview IN,2
Revenue If required,2
Norton Way Gabrielton UT,2
Huang Mills New Bridget IA,2
"Moore, Brooks and Taylor PLC",1
 State income,2
Dunn and Sons Group,1
"Pearson, Lindsey and Howell and Sons",1
taxable fail report,2
Brandon Contreras,0
Retirement b emplove,2
"Martin, Wallace and Barnes LLC",1
Alicia Bauer,0
William Neal,0
Diane Jones,0
Ball Fields South Nicholasbury AL,2
Jeanette Wallace,0
Caleb Prairie New Christophermouth MD,2
David Robinson,0
Moreno LLC and Sons,1
"Smith, Johnson and Brown Ltd",1
Justin Willis,0
security number This,2
Reginald Landing Suite  Port Danielbury SC,2
security wages Social,2
 Department Revenue,2
tips Medicare tax,2
  Wage,2
Christopher Allen,0
Samantha Figueroa,0
Owens PLC Group,1
Richmond Square Suite  Rogersport IA,2
Retirement b employee,2
Wage Tax ,2
"Richardson, Torres and Brown LLC",1
code Social security,2
Jordan Taylor,0
security tax withheld,2
 Locality name,2
Walker-Duarte Inc,1
"Schultz, Ortiz and Hayden PLC",1
Amanda Summit Apt.  Reidland PA,2
Collins Forges Joshuaberg VA,2
Carl Divide East Kaylaside NC,2
Carol Mountains Apt.  Port Sabrinabury CA,2
Michael Radial Apt.  Jenniferport OR,2
plans a See,2
compensation Federal income,2
Christine Morgan,0
Chambers Shoal Suite  Morganland AR,2
Christian Armstrong,0
"Burch, Herring and Burgess and Sons",1
taxable fail report,2
Renee Morales,0
 Local wages,2
Katherine Stream Suite  East Sheila WA,2
Aaron Swanson,0
Larry Barnes,0
"Washington, Sandoval and Cline Inc",1
ZIP code Social,2
income tax ,2
Kristin Vasquez,0
Use nsev file,2
Miranda PLC Group,1
Diaz Group and Sons,1
Craig Hills North Andrew OH,2
Ellen Tunnel Suite  Ericashire NC,2
Richard Johnson,0
This information furnished,2
Martin and Sons Ltd,1
Johnson-Owens Group,1
Obrien Heights Apt.  Brennanmouth UT,2
Tapia Extension New Alexander IN,2
Villarreal Drive Apt.  Brownfurt ID,2
tips Allocated tips,2
Johnson Landing New Timothyland AZ,2
Michael Barker,0
Dependent care benefits,2
"Davis, Knight and Mercer and Sons",1
Brian Price,0
"Gray, Reyes and Thomas Group",1
e firstname initial,2
Jasmine Bryant,0
Local income tax,2
"Villegas, Hill and Stephens LLC",1
Stephen Caldwell,0
Ronald Island Johnbury CO,2
Pacheco Inc Ltd,1
 State income,2
Thomas Well Port Karenberg DE,2
Garcia-Parker and Sons,1
Frederick Carter,0
Montgomery Cape West Carolyn SC,2
Eileen Stanley,0
Ryan Row Mathewsberg WV,2
Cross LLC PLC,1
Cannon Coves Suite  Philipbury HI,2
Brian Wood,0
Justin Wu,0
Jennifer Flats Cindyfort NY,2
f address ZIP,2
wages tips ,2
"Cook, Dawson and Ochoa and Sons",1
plans a See,2
Mitchell Parkways Lake Samantha RI,2
Jennifer Park,0
Christopher Ramos,0
"Garza, Pierce and Lee Ltd",1
Davis Inlet Lake Deborah NV,2
first name initial,2
Shannon Chase,0
William Prince,0
Bailey-Gross and Sons,1
Amanda Watson,0
Johnson Glen Apt.  Mosleyhaven GA,2
Isabella Well Apt.  Leonmouth KS,2
Amanda Blake,0
Nguyen Ridges Suite  South Toddchester CA,2
Weeks Group Ltd,1
Patty Ballard,0
Tracy Mill Yvonnestad ND,2
 Local income,2
Hart-Reyes and Sons,1
Mary Manor Apt.  Rebeccaberg ID,2
Higgins-Robinson Group,1
 P ,2
Diana Thompson,0
Teresa Clark,0
Deborah Lowe,0
Rebecca Field Apt.  East Tammy HI,2
Snyder PLC LLC,1
Marquez Cliff Apt.  Port Alexanderside AZ,2
Form Statement se,2
Kevin Adams,0
Jeffery Taylor,0
Parker Hills Garciaside NE,2
Stephens Group Group,1
Jeffrey Rapids Apt.  North Christopherberg AL,2
Christina Silva,0
Wright Turnpike Robertview RI,2
Melissa Ranch North Debra TX,2
Lori Smith,0
Maddox Group PLC,1
Tiffany Graves,0
Burton Vista New Gregory NJ,2
Tammy Bridge Apt.  Chadfort ND,2
Jennifer Tucker,0
Anthony Ayala,0
"Parker, Evans and Valdez LLC",1
George PLC Group,1
Sarah Walton,0
Hebert-Tucker Ltd,1
  f,2
Amy Islands Lake Brooke AL,2
Richards PLC and Sons,1
"Beltran, Smith and Bush Inc",1
Allocated tips Control,2
Brown PLC Group,1
Angela Hebert,0
tax withheld c,2
IRS Website STATEMENT,2
Jessica Glover,0
Tony Marks,0
Sarah Norman,0
Martinez Ports Apt.  West Jonathanside NH,2
Diane Garcia,0
Bridget Parks,0
income tax ,2
Baker Ford Suite  Lake Ericamouth VA,2
Todd Sutton,0
information furnished Internal,2
Rodriguez Inc Group,1
Control number Advance,2
Andrew Fitzgerald,0
Salinas Bypass Apt.  East Kristenburgh WI,2
 State ,2
"Alexander, Morales and Smith Ltd",1
Ronnie Mountains Suite  North Patriciamouth AL,2
Jack Trail Apt.  New Sarahside MN,2
Nelson Inc and Sons,1
Bradshaw Glen Ashleyland SC,2
Allen Curve Lake Toddside WY,2
Zamora Rest South Brittanytown ND,2
Katherine Mcmahon,0
Curtis Morales,0
Michael Smith,0
Arias Lights Apt.  Jasonview NC,2
wages tips ,2
Maria Osborne,0
Benson Mill Apt.  North Jessica CA,2
See instructions box,2
REISSUED social security,2
Williams LLC Ltd,1
forbox  ,2
number Advance EIC,2
Kenneth Fall Suite  New Jesus MO,2
Smith-Webb LLC,1
Medicare tax withheld,2
