context,label
"Meyer, Burnett and Miller Ltd",1
"Harris, Barber and Graves LLC",1
employee plan sickpay X H,3
Hodges Inc and Sons,1
  Wage Tax ,3
Weeks Ltd PLC,1
Juan Price,0
E  f address ZIP,3
Mark Field Apt.  West Darlene NJ,2
John Osborne,0
Catherine Morris,0
file tax negligence penalty sanction,3
Mark Sims,0
Michael Underpass Suite  Rogerstad HI,2
Curtis Miller,0
withheld Social security tips Allocated,3
Locality name DO Wage Tax,3
number Advance EIC payment Dependent,3
Gomez Inc Ltd,1
Huynh PLC Group,1
c d G  f,3
West and Sons Inc,1
Mark Curve Suite  Kathrynstad RI,2
Collins Stravenue Erikaburgh LA,2
 Dependent care benefits ,3
Weaver Plaza New Kristinafort OH,2
Edwards Prairie Apt.  Kendrabury PA,2
Burke-Williams Inc,1
Jill Hall,0
Michelle Mill Apt.  New Diane MI,2
This information furnished Internal Revenue,3
Henderson Fork South Jonathan OK,2
Hoffman PLC LLC,1
ID number  State wages,3
Schneider-Best Group,1
Heather Mcknight,0
Deborah Union Lisashire UT,2
instructions box   ,3
Local income tax  Locality,3
Harris Prairie Susanville ME,2
wages Social security tax withheld,3
Mike Manning,0
Priscilla Hernandez,0
Abigail Orchard North Danielleton IA,2
Jennifer Black,0
lower portion REISSUED social security,3
Herrera Ltd PLC,1
Johnson-Terry Ltd,1
Nicole Khan,0
Michelle Gardens Suite  Port Christopher AL,2
wages Social security tax withheld,3
Thompson Coves Apt.  Tinaburgh VT,2
Watson-Reese and Sons,1
Visit IRS Website STATEMENT OMB,3
Donna Rich,0
ID number  State wages,3
Jeremy Mountains North Misty DE,2
Statement Copy Be Filed FEDERAL,3
Melissa Crossing Williamsborough IN,2
Joshua Chapman,0
Lewis-Nicholson LLC,1
"Smith, Bailey and Tran Ltd",1
Baker Mount Danaton NC,2
Anna Murphy,0
"Horn, Freeman and Fuentes Inc",1
Patrick Mendoza,0
"Mooney, Flores and Colon Group",1
Rosario-Williams Group,1
security tips  Allocated tips,3
Woods Ltd Inc,1
Rebecca Washington,0
Matthew Carlson,0
Mayo-Richmond Group,1
Armstrong-Ford Group,1
"Tyler, Taylor and Walker and Sons",1
Joseph Skinner,0
Hale Inc Inc,1
Russo-Peterson and Sons,1
Hayes Group and Sons,1
Heather Armstrong,0
Theresa Benson,0
Patton-Thomas Group,1
security tips  Allocated tips,3
tips Control number Advance EIC,3
Vincent-Ortiz and Sons,1
April Divide West Marymouth CA,2
Patterson PLC Ltd,1
Social security tax withheld Medicare,3
income tax withhel c ZIP,3
Misty Berger,0
Stephen Schneider,0
Jimenez PLC Ltd,1
withheld c ZIP code Social,3
James Rhodes,0
sickpay   Other enclosed,3
Henry-Rogers Inc,1
"Cortez, Williams and Gilbert and Sons",1
Robin Escobar,0
James Roads South Amyberg MA,2
Kelly Jackson,0
care benefit   e,3
Adams-Everett Group,1
Medicare wages tips Medicare tax,3
"Johnson, Chang and Ochoa and Sons",1
Snow Junctions Rachelville DE,2
Billy Anderson,0
"Burgess, Wilson and Davis and Sons",1
Walters-Gill and Sons,1
"Mcdowell, Johnson and Holland Inc",1
Steven Woodard,0
Be Filed FEDERAL Tax Return,3
Robin Center Charleshaven DC,2
Joshua Ramirez,0
Pamela Wall Apt.  North Christina IL,2
Stephen Fitzpatrick,0
Cross Pines Suite  Johnstonville SC,2
Jones-Hamilton PLC,1
Curtis Young,0
Medicare tax withheld Social security,3
Joseph Gillespie,0
Edward Landing East Amy AK,2
"Donovan, Ortega and Bell Ltd",1
Byrd-Bruce PLC,1
Cross Mount West Barbara ME,2
John Inlet Nelsonberg NH,2
Tax  Department Revenue Service,3
  Other enclosed Notice,3
Grace Andrews,0
"King, Davis and Crosby and Sons",1
Snyder Shores Apt.  Fergusonstad MA,2
withheld Medicare wages tips Medicare,3
Be Filed FEDERAL Tax Return,3
Collins Highway Apt.  Leachbury IA,2
Barron PLC LLC,1
Taylor Mills,0
Joseph Miller,0
Daniel Bender,0
Yates and Sons Ltd,1
Elizabeth Smith,0
Sanders Fork New Stevenfort MA,2
Sanchez-Powell PLC,1
Eric Cannon,0
Charles Run Knappton NH,2
Shah-Klein and Sons,1
D  f address ZIP,3
Smith Fort Suite  South James DE,2
Adriana Ryan,0
Internal Revenue Cut Keep lower,3
X   Other enclosed,3
Hill Forest Salasstad MN,2
Nelson-Wiggins Ltd,1
Liu Pines Suite  South Aprilfurt TN,2
wages Social security tax withheld,3
Debra Carlson,0
STATEMENT OMB income taxable fail,3
Employer identification number compensation Federal,3
Young-Dawson Group,1
Jones Passage Apt.  Floresberg OR,2
Hardy LLC LLC,1
Diana Decker,0
Alexander-Jacobs Inc,1
Heather Hill,0
Tucker-Jones LLC,1
 Local wages tips etc,3
Amanda Hill,0
Thompson Neck Apt.  Jimenezberg CO,2
Jason Ortiz,0
Bentley-Blair and Sons,1
Aaron Anderson,0
tax withheld c ZIP code,3
Ward-Rogers Ltd,1
Freeman Coves Apt.  Robertburgh MA,2
"Bruce, Austin and White and Sons",1
Moody Locks Ramoshaven GA,2
Rubio-Parker PLC,1
numbe Advance EIC payment Dependent,3
Ramirez Lights Jessicaland AR,2
withheld Social security tips Allocated,3
Philip Brown,0
Christopher Light West Christopherton OK,2
information furnished Internal Revenue Cut,3
Medicare tax withheld Social security,3
 Local income tax ,3
Anne Mission North Michael FL,2
Smith Lake Suite  Beckermouth HI,2
Mr. John,0
Martin Miller,0
Jennifer Brown,0
Vaughn-Nunez Inc,1
Bass Junction Kariport AL,2
Carol Pines Apt.  Murphyton MN,2
Nonqualified plans a See instructions,3
imposed STATEMENT OMB income taxable,3
 d D  f,3
Rose Ltd Ltd,1
Rodgers-Jackson Group,1
Mccarthy-Macias LLC,1
Raymond West,0
"Garcia, Cruz and Mendoza Group",1
Deborah Baker,0
Cameron Russo,0
Katherine Prairie North Ericashire LA,2
Jennifer Ville Thomasbury HI,2
Robinson Rue Apt.  Frankstad UT,2
Victoria Views South Heather RI,2
security tips  Allocated tips,3
sanction may imposed STATEMENT OMB,3
withheld Medicare wages tips Medicare,3
Tiffany Flowers,0
Alvarado Glen Apt.  East Lauren UT,2
Jermaine Mews Sarahside CA,2
Kathy Terry,0
John Barnes,0
Valerie Meadow Karenstad NM,2
Mccarthy-Crane Ltd,1
Riggs Mount Suite  Taylorview DC,2
Jennifer Glens Christopherburgh ME,2
f address ZIP code D,3
box   D ,3
Miller LLC LLC,1
"Barnett, Cannon and Wright PLC",1
Davis-Sanchez PLC,1
Ashley Barnes,0
"Humphrey, Kramer and Haney Inc",1
Jesse Patel,0
Form Statement Copy Be Filed,3
James Drive East Kimberlyshire RI,2
Marcus Burgs Port Heidi NY,2
Robert Hamilton,0
negligence penalty sanction may imposed,3
Joshua Mcpherson,0
code Social security wages Social,3
Stephanie Unions Jeffreystad HI,2
Durham-Kaiser and Sons,1
John Passage Suite  Lake Jasmine WI,2
plan sick pay X X,3
Social security tax withheld Medicare,3
security number This information furnished,3
Richard Branch Petersonview KS,2
Joseph Phillips,0
John King,0
Jessica Tunnel Taylorfort FL,2
Courtney Carter,0
Stewart-Jones Group,1
Edward Lodge Wallacemouth WA,2
Statutor Retirement b employer plan,3
West-Krause and Sons,1
Matthew Webb,0
Medicare tax withheld Social security,3
Stephanie Dean,0
Form Statement Copy Be Filed,3
Alexandra Lindsey,0
furnished Internal Revenue If required,3
Erica Skyway Suite  Stokesshire GA,2
Alexandra Cliffs Apt.  New Shannontown UT,2
"Martinez, Frederick and Anderson Ltd",1
White PLC Inc,1
Garcia-Lee LLC,1
Jones PLC LLC,1
file tax negligence penalty sanction,3
Calvin Isle Suite  Emilymouth SD,2
Ann Mountains North Abigail IL,2
initial Last name  Nonqualified,3
  Statutory Retirement ,3
Payne Key Williamsfurt UT,2
"Kerr, Macdonald and Anderson Ltd",1
"Patterson, Martinez and Jennings Group",1
Virginia Wyatt,0
Local income tax  Locality,3
"Gardner, Li and Rivers PLC",1
Laura Plain Apt.  North Saraside CT,2
Kaitlyn Moore,0
Stefanie Thomas,0
Cooper LLC Group,1
Statutor Retirement b employe plan,3
Joshua Greer,0
Clark Lakes Apt.  Bishopland SC,2
Jodi Reid,0
"Bell, Reyes and Yoder and Sons",1
Baxter-Richardson PLC,1
Smith-Lane Inc,1
Steven Phillips,0
Sanchez and Sons Group,1
Local tips  Local income,3
tips Control number Advance EIC,3
Social security tips  Allocated,3
John Powell,0
number  State  State,3
Soto-Jackson PLC,1
Garcia LLC PLC,1
Brock-Jenkins Group,1
Kevin Forge Suite  Smithview IN,2
"Wilkins, Sweeney and Camacho Ltd",1
Gomez Freeway Suite  New John SC,2
Taylor Cox,0
Kimberly Canyon Apt.  Kristinemouth SC,2
Anthony Reed,0
Sarah Circle Mendezbury ND,2
Monroe and Sons Group,1
Smith-Rosales PLC,1
Jose Booker,0
Murphy-Mccarthy Ltd,1
Timothy Smith,0
Brian Hicks,0
Dr. Victoria,0
"Thompson, Butler and Garcia Inc",1
Melissa Stanley,0
Brandon Charles,0
Lewis Walks Suite  Richardport LA,2
Little LLC Ltd,1
Jones-Jones Group,1
Aguilar-Watson Group,1
Aaron Jennings,0
Susan Elliott,0
Mullen-Mason Ltd,1
Angela Parkway Henryburgh TN,2
required file tax negligence penalty,3
Gavin Andrews,0
Miguel Ramp South Samanthamouth NY,2
Kathryn Knight,0
"Fitzgerald, Taylor and Rice Ltd",1
number compensation Federal income tax,3
H   Statutory Retirement,3
initial Last name  Nonqualified,3
Stephanie Garcia,0
Cheryl Richardson,0
Justin Unions East Amy WI,2
Denise Stravenue Apt.  West Brendafurt RI,2
Hill Forge Gillespiefort IL,2
Wilson Drive Donaldhaven MS,2
Amanda Wilcox,0
Lawrence Smith,0
White-Rivera Group,1
Mueller Shore Suite  South John UT,2
Ruiz Fall Paulberg ID,2
Megan Matthews,0
Higgins-Collins LLC,1
"Gibson, Taylor and Lamb LLC",1
Harris Inc LLC,1
Michael Radial Apt.  Jenniferport OR,2
Martinez-Martinez Group,1
Chelsea Christian,0
ID number  State wages,3
Marshall-Marshall LLC,1
number  State wages tips,3
Crystal Carlson,0
Lopez Key Thomasshire MN,2
Kevin Prairie Adambury MS,2
withheld Medicare wages tips Medicare,3
Hansen Rest Apt.  North Shawn SD,2
Burke LLC Ltd,1
Roberts LLC PLC,1
Laura Stravenue East Troy KY,2
Hudson Burgs Brendaton PA,2
Dennis Group LLC,1
Peggy Mccall,0
tax  Locality name IM,3
security wages Social security tax,3
Tyler LLC Ltd,1
Medicare tax withheld uth Social,3
Lauren Mews Port Isabella MO,2
wages Social security tax withheld,3
withheld  Medicare wages tips,3
tips Medicare tax withheld Social,3
Heather Brown,0
report b Employer identification number,3
Lauren Avenue Suite  Peterfurt KS,2
Daniel Compton,0
Yolanda Place Suite  Lake Christinafort OR,2
Susan Summit Suite  Seanland HI,2
Thomas Cordova,0
David Turnpike Apt.  Bassbury PA,2
Wage Tax  Department Revenue,3
"Gordon, Meyers and Donaldson PLC",1
Cisneros Group Inc,1
Statement se file Copy C,3
Arnold-Jones and Sons,1
Elijah Smith,0
Bush Inc Inc,1
Duane Valley Suite  Aprilchester TN,2
Holder PLC and Sons,1
Kennedy-Reed LLC,1
Steven Pines Apt.  Moodyview AL,2
Courtney Thompson,0
Bennett Springs Apt.  New Megan MA,2
Kirk-Marquez LLC,1
"Cook, Dawson and Ochoa and Sons",1
Morgan Reyes,0
Thomas Vista Apt.  Andersonton GA,2
Brandon Ways Apt.  Port Thomashaven AK,2
Hart LLC Inc,1
Chapman Shoal Apt.  Rachelton WY,2
"Holt, Garza and Frank LLC",1
OMB Use b Employer identification,3
Ernest Mack,0
Phillips Ranch Suite  Port Cindy MN,2
Andrews-Fields Group,1
Rebecca Well Emmachester VT,2
Thomas Well Port Karenberg DE,2
Miranda Anderson,0
number Visit IRS Website STATEMENT,3
Campbell Isle West Christina NJ,2
Seth Prairie Austinland OK,2
Jenny Frye,0
Ford Row Suzanneburgh NV,2
Powell Group and Sons,1
Burns Courts East Aaron TN,2
tax withheld Kathleens Social security,3
Maria Barrera,0
Martin Arroyo,0
Carolyn Bowers,0
"Martin, Wallace and Barnes LLC",1
Foley Valleys North Anitatown PA,2
 Other enclosed Notice c,3
Scott Streets Joshuashire WI,2
"Dyer, Jones and Johnson Inc",1
Leslie Bypass Suite  Russellton IL,2
Graham Lakes Suite  Matthewtown IA,2
Monica Miller,0
Murphy Group LLC,1
Lisa Walks Apt.  Karenberg NM,2
Wesley Conley,0
Webster Road Micheleburgh NC,2
Beth Nicholson,0
Timothy Huber,0
"Scott, Gibson and Dougherty PLC",1
Connie Rangel,0
"Davis, Keller and Perkins and Sons",1
Baker-White and Sons,1
D   Statutory Retirement,3
Bartlett Group Inc,1
number Advance EIC payment Dependent,3
Derek Mountain Justinmouth WV,2
Anthony Watkins,0
Buck-Stone Inc,1
Mary Donovan,0
Zachary Miller,0
nsew file b Employer identification,3
Payne Parks West Briannaport SD,2
"Clark, Williams and Benjamin PLC",1
Wilson and Sons Group,1
Ian Coves Melissashire LA,2
Sheila Hernandez,0
initial Lastname  Nonqualified plans,3
state ID number  State,3
Evans-Schwartz Group,1
Rogers Corner Suite  East Cindy LA,2
Ryan Torres,0
 f address ZIP code,3
Robinson Greens Josemouth DC,2
Sarah Walton,0
Gregory Freeway Lindaview IN,2
Ryan Field Apt.  Collinsbury KY,2
Moran Prairie Andersonmouth WA,2
Donna Ways Suite  Lorimouth DE,2
William Crescent Apt.  South Grantfort ID,2
Davis-James Group,1
f address ZIP code ,3
Keith Harbor Apt.  Ryanview WI,2
This information furnished Internal Revenue,3
Anthony Meadow Suite  Jameshaven CT,2
Parker Mills Woodville OR,2
Curtis Walker,0
Rachel Ridges Karenton NH,2
Jennifer Tucker,0
Earl Hale,0
Evans Motorway Apt.  West Wesley ID,2
Bobby Bypass North Gabrielleland SD,2
Ann Parkway North Rodneyborough VT,2
Stephens Group Group,1
tax  Local  Local,3
Rachel Squares Apt.  Tammystad VA,2
"Long, Ortiz and Johnson Group",1
"Durham, Hall and Thomas and Sons",1
Melvin Lucero,0
Edward Miller,0
Anna Green,0
Karen Highway Suite  Baxterville ND,2
c ZIP code Social security,3
 Nonqualified plans a See,3
Martin and Sons Ltd,1
Brett Robinson,0
Notice c E  d,3
Statement Copy Be Filed FEDERAL,3
negligence penalty sanction may imposed,3
Wright-Joseph LLC,1
Rebecca Squares Ruizborough OH,2
number  State  State,3
Robertson Fork Apt.  Lake Brad NV,2
Heath Glen Apt.  South John MA,2
Harris-Trevino LLC,1
Mario Wright,0
Wheeler Creek Suite  Herreramouth CO,2
Wolf Land Suite  South Anthony WI,2
Richard Mission Stevenfurt AR,2
Gerald River Suite  West Veronicashire KS,2
negligence penalty sanction may imposed,3
  D  ,3
Riley LLC PLC,1
Valdez Square Suite  Dustinview AR,2
Wilson Inc LLC,1
Paula Hill Apt.  North Josephburgh IN,2
"Payne, Shaffer and Mitchell Group",1
"Harris, Wu and Phillips Ltd",1
 State income tax ,3
Snyder-Davis and Sons,1
Christina Rodgers,0
 Statutory Retirement b employee,3
Lisa Webb,0
Alexander Via Suite  South Patricia NV,2
Aguirre Lock Alvaradoburgh MA,2
Travis Center Apt.  Jackport MO,2
Barrett-Richardson Ltd,1
Leroy Watkins,0
Adams-Contreras Group,1
Nancy Henderson,0
firstname initial Last name ,3
"Chen, Pacheco and Hanson LLC",1
Davis Ltd LLC,1
Dominique Randolph,0
This information furnished Internal Revenue,3
Nicholas Murphy,0
b employee plan sickpay X,3
Gamble-Anderson Ltd,1
Chambers Drive Suite  New Amberport AZ,2
Smith Estates Kathleenchester NH,2
Gray Inc Group,1
Jessica Smith,0
security tax withheld Medicare wages,3
Susan Fitzpatrick,0
Kimberly Daniels,0
Keith Rest South Kristastad MT,2
Sharon Hills Olsonmouth AL,2
Elizabeth Salas,0
"Flores, Hubbard and Franklin Inc",1
name IN Wage Tax ,3
"Harrison, King and Ruiz Ltd",1
Samuel Smith,0
"Merritt, Burch and Richardson Group",1
Samuel Howard,0
Hunt Vista North Derrick NY,2
Heather Pine Suite  New Gregory SD,2
Randall Junctions Apt.  West Krystalshire KS,2
"Smith, Hunt and Diaz Group",1
Aaron Ports Vasquezhaven MO,2
plan sickpay D  ,3
James Henderson,0
James Wilson,0
Ronald Adams,0
Nicole Club Apt.  West Loristad ND,2
a See instructions forbox ,3
Scott Edwards,0
Mcdaniel Terrace Brandonfurt CT,2
Watkins LLC LLC,1
Brian Webb,0
"Lane, Mcguire and York LLC",1
John Schaefer,0
Moss Motorway Apt.  South William DC,2
Control number Advance EIC payment,3
income tax withheld  c,3
Norton and Sons PLC,1
STATEMENT OMB income taxable fail,3
"Khan, Jefferson and Lopez LLC",1
Lisa Brewer,0
Brent Rue New Tina DC,2
David Arnold,0
Traci Barrera,0
Molina Ltd Group,1
Tracy Davies,0
 Department Revenue Service Form,3
Cochran Harbors Apt.  New Javier MI,2
Stewart-Hernandez PLC,1
ZIP code Social security wages,3
Shawn Mount Suite  Johnsonside WV,2
Diaz Squares Suite  Freemanhaven KS,2
Higgins Inc Inc,1
Price and Sons and Sons,1
Oscar Hill,0
Kimberly Bauer,0
initial Last name  Nonqualified,3
Barbara Vasquez,0
Cruz Villages Cassidyland KS,2
sanction may imposed STATEMENT OMB,3
Lopez-Jensen LLC,1
Brandon Hardy,0
Turner Wells Jamesstad NH,2
Brian Booth,0
Maria Dale Bonillaton SC,2
Katherine Valley Suite  Sandershaven AZ,2
Richard Johnson,0
benefits   e first,3
Russell Smith,0
State income tax  Local,3
Return This information furnished Internal,3
Service Form Statement se file,3
Wayne Bridge Apt.  Jacksonbury KY,2
Olsen Underpass Port Heatherton SD,2
Paula Plains Rosshaven WY,2
State income tax  Local,3
Bowman Skyway Suite  Cherylstad OK,2
Jose Barry,0
Michele Wood,0
State income tax  Local,3
Allocated tips Control number Advance,3
    Statutor,3
Martinez Wells Apt.  Lake Paulfurt ND,2
Grimes Overpass Chrisbury NY,2
Reynolds Ltd Inc,1
Mullins Group Group,1
"Fitzgerald, Martin and Ortega and Sons",1
state ID number  State,3
Revenue Service Form Statement Copy,3
Chambers-Chapman LLC,1
Garner Mission Suite  North Heather SD,2
tax negligence penalty sanction may,3
Alyssa Williams,0
James Branch Apt.  Paulstad AK,2
wages Social security tax withheld,3
name  Nonqualified plans a,3
Erin Crescent Laurentown OR,2
Nicholas Wall New Kyle LA,2
Gill Inc Group,1
Locality name Wage Tax ,3
Alexander-Bray LLC,1
 E  f address,3
"George, Joseph and Acevedo LLC",1
Mann Ridge Lake Rebeccaberg AZ,2
Burnett Spurs Thomasbury KS,2
address ZIP code  State,3
This information furnished Internal Revenue,3
Hughes LLC PLC,1
Joseph Vista Moodytown AK,2
Allocated tips Control number Advance,3
Brittany Russo,0
Mike King,0
"Robinson, May and Rivera Group",1
Matthew Guerrero,0
Ronald Reyes,0
"Mooney, Chandler and Wright Group",1
Erika Giles,0
Townsend Place Suite  Lake Mary WV,2
Christopher Norton,0
King Inc PLC,1
Hernandez-Ferrell Ltd,1
Michele Crescent Suite  North Christina ND,2
Tyler Bradshaw,0
Felicia Summers,0
Harrington Plain Apt.  East Kaylaville MT,2
Thomas Rhodes,0
Nicole King,0
Amanda Bond,0
Brown Road Port Candacechester MI,2
Sanchez Islands Suite  Williammouth VA,2
Moran Ltd LLC,1
Michael Chang,0
nsew file b Employer identification,3
Tyler Phillips,0
Freeman Flats Lake Charles DC,2
  Statutory Retirement ,3
Marks-West Inc,1
Perez Orchard Suite  Susanchester IL,2
Revenue Cut Keep lower portion,3
"Miranda, Mckay and Thompson PLC",1
Michael Perez,0
Joseph Porter,0
withheld Social security tips Allocated,3
"Bradley, Rodriguez and Shannon Group",1
Scott Walk Suite  Judyside WI,2
Jennifer Field Apt.  Lake Michelle KS,2
 Dependent care benefits ,3
OMB income taxable fail report,3
Carrillo-Campos Inc,1
Wagner-Chandler Group,1
Rivera and Sons PLC,1
box   H ,3
employe plan sickpay G ,3
Cooke-Williams and Sons,1
information furnished Internal Revenue Cut,3
Ramirez-Moon Group,1
Katie Field North Marissatown OK,2
Amanda Martinez,0
Phillip Austin,0
Davis Group LLC,1
Keep lower portion REISSUED social,3
Williams-Walters LLC,1
"Curtis, Sutton and Lewis PLC",1
Dalton Port Philipstad FL,2
Williams Station North Maurice AR,2
"Gonzalez, Nichols and Fitzpatrick PLC",1
Matthew Fisher,0
Weaver-Ellis LLC,1
Campbell-Wilson Group,1
Dixon Landing Apt.  Bethburgh IN,2
"Williams, Stafford and Cooper Group",1
"Bauer, Kelly and Melendez Ltd",1
James Valley Suite  Obrienville WA,2
Phillips and Sons PLC,1
X   Other enclosed,3
"Schultz, Ortiz and Hayden PLC",1
Edward Crescent Sanchezland ND,2
wages tips Medicare tax withheld,3
Macdonald Stream Apt.  Nicholasmouth DC,2
Bryan Views Jessicafurt WY,2
Potter Drive South Briannamouth NV,2
Megan Brown,0
REISSUED social security number Visit,3
Tyler Hernandez,0
Advance EIC payment  Dependent,3
Sierra French,0
Baker Via Suite  Lake Sharonport MO,2
State  State income tax,3
Bonnie Diaz,0
box    ,3
Tracy Canyon South Jennastad AL,2
"Smith, Boyd and Calderon LLC",1
Alicia Avenue Apt.  Kathleenshire CO,2
Tyler Dillon,0
Andrea Horn,0
"Ibarra, Bradley and Lopez Ltd",1
Shannon Brown,0
Autumn Points Port William NV,2
Heather Lee,0
Copy Be Filed FEDERAL Tax,3
Smith Group LLC,1
Burns-Morrison Ltd,1
Anthony Run Apt.  West Sarah ND,2
Love Group LLC,1
Crosby Inc Inc,1
care benefits   e,3
Tony Adams,0
Newton Forges Amberchester NE,2
John Mccarthy,0
Douglas Fort Evelynview NY,2
file Copy C For Use,3
income tax  Local ,3
Allen Rogers,0
Mary Perry,0
Return This information furnished Internal,3
Susan Meza,0
pay X X X G,3
Angela Sawyer,0
This information furnished Internal Revenue,3
Erin Olson,0
William Baker,0
Rios-Anderson Ltd,1
Green Estates Apt.  East Julia KS,2
Huber Island Suite  Collinshaven IN,2
Margaret Evans,0
Peter Collier,0
"Kelly, Davis and Garcia Group",1
