context,label
Owen Glen Suite  Richardside ND,2
Advance EIC payment,3
"Galvan, Hill and Haynes Group",1
Debbie Castillo,0
enclosed Notice c,3
tax  Local,3
Jennings Key Suite  North Georgeburgh CA,2
"Thompson, Thomas and Powell PLC",1
se file Copy,3
Stacey Thomas,0
Mark Hughes,0
"Juarez, Bruce and Wright Group",1
Dependent care benefits,3
Jim Mill Apt.  Stephaniefurt NY,2
John Wright,0
Matthew Carroll,0
security tax withheld,3
Michael Moore,0
Andrea Island Norrisport HI,2
Michael White,0
REISSUED social security,3
Statutory Retirement b,3
Internal Revenue If,3
"Jensen, Fernandez and Fleming Ltd",1
Kyle Ortiz,0
Campbell Tunnel New Hollytown TN,2
State state number,3
State state number,3
Return This information,3
tax withheld Social,3
White and Sons Group,1
Karen Hill Suite  East Linda TX,2
Haynes Ramp East Theresa SC,2
Bryan Views Jessicafurt WY,2
Jacqueline Wall Suite  Williamsview MN,2
Cody Butler,0
Johnson-Michael PLC,1
Copy Be Filed,3
"Norman, Good and Jones PLC",1
Michelle Point West Christopher HI,2
name  Nonqualified,3
Mann-Cox LLC,1
Martinez Spurs South Jeffreytown NH,2
Jones Loaf East Trevor WA,2
Turner Isle East Jorgeberg MN,2
Felicia Plains Suite  Wardbury OK,2
Jonathan Jensen,0
Taylor Cox,0
Austin Burgs Apt.  North Paulaville KS,2
Austin Atkins,0
Kim Robinson,0
Ronnie Mountains Suite  North Patriciamouth AL,2
Gregory Hernandez,0
"Johnson, Fischer and Dunn Ltd",1
Daniel Jenkins,0
Lopez and Sons PLC,1
"Tyler, Taylor and Walker and Sons",1
  e,3
Brenda Trail Jessicaberg AR,2
Brent Plaza Jeremystad HI,2
Mills Ford New Aprilberg NH,2
Cynthia Divide Lake April AK,2
Silva Alley West Zacharyberg TX,2
Jared Harvey,0
Copy C For,3
Advance EIC payment,3
State  State,3
Tina Phillips,0
Nicholas Barry,0
Jones Bypass Millerstad WA,2
Katie White,0
Amy Wiley,0
benefits  ,3
Eric Torres,0
Mary Dickerson,0
David Trace Apt.  West Christophertown AZ,2
Williams LLC Ltd,1
"Bryan, Nelson and Young Ltd",1
"Hall, Brown and Cooke PLC",1
Peterson Squares Suite  Roachland IN,2
Control number Advance,3
Collins Forge Apt.  Christopherport WY,2
income taxable fail,3
Michelle Kennedy,0
Carlson-Thompson Group,1
Tax  Department,3
Blair Locks Suite  New Autumn MT,2
Kathleen Guerrero,0
Turner Ville West Mercedes WV,2
Statement se file,3
Katherine Point East Benjamin DC,2
Kim Isle Suite  New Shawnland KY,2
Wilson River Huberfurt LA,2
Soto-Jackson PLC,1
ZIP code Social,3
Social security tips,3
Case Ranch Apt.  West Joseph TN,2
Wage Tax ,3
Paul Riddle,0
Federal income tax,3
Novak Stream Port Kevinville NJ,2
b employee plan,3
Dustin Sandoval,0
lan sickpay X,3
 State ,3
ZIP code Social,3
Justin Odom,0
Wilkins Branch Suite  Josephland TX,2
Rodriguez Inc Group,1
Coffey-Patel Inc,1
Derrick Jarvis,0
identification number compensation,3
Cooper Island Suite  East Peterborough HI,2
James Wilson,0
Lang-Cooke Ltd,1
code Social security,3
Joseph Tunnel South Catherineberg SD,2
Antonio Lock East Jeff GA,2
Lynch-Obrien LLC,1
Ramirez Mission Jensenmouth IN,2
negligence penalty sanction,3
Mr. Shawn,0
Howard Brown,0
Mario Wright,0
 Other enclosed,3
Autumn Matthews,0
tax withheld Social,3
fail report b,3
Juan Price,0
Jackson Stream Cooperstad AL,2
Julie Soto,0
"Hernandez, Hansen and Shields Inc",1
Patty Roads Apt.  New Joshuatown RI,2
Clements Parks Port Aaron IL,2
Tyler Ports Pottstown LA,2
Beth Fitzgerald,0
Christopher Long,0
Tanner Centers Darrentown WI,2
ZIP code ,3
Martin Plain New Keith GA,2
Jessica Beck,0
REISSUED social security,3
Department Revenue Service,3
Thomas Hernandez,0
withheld Social security,3
Medicare tax withheld,3
"Marks, Martinez and Poole Ltd",1
Perkins Stravenue Millerstad WY,2
tax  Localityname,3
  ,3
Dunn-Ramirez Inc,1
Richard Estate Port Julie FL,2
Garcia Gardens Samanthaville CT,2
 Department Revenue,3
Perez Orchard Suite  Susanchester IL,2
Johnson-Barry and Sons,1
Reynolds Dale East Jorge CO,2
Bonnie Diaz,0
Hall Forges Suite  Kingland HI,2
Jacob Robinson,0
Jamie Lucas,0
Lam Islands Lake Jennifer MA,2
address ZIP code,3
Control number Advance,3
 D ,3
Edwards Station Lake Michellefurt IL,2
Grant Streets Kathleenburgh SD,2
Webb Stravenue Apt.  Sarastad NJ,2
employee plan sickpay,3
Jacobson Port Heatherberg NV,2
"Kelly, Vasquez and Walter PLC",1
Peterson Mall Suite  Kellytown CO,2
Allocated tips Control,3
"Baird, Jones and Snyder LLC",1
Employer identification number,3
Debra Springs Combsshire NE,2
Henderson Heights West Ericland WA,2
Steve Armstrong,0
Heather Moreno,0
Jeffery Spur Franklinbury UT,2
Velasquez LLC Ltd,1
Joel Pham,0
Heidi Schmitt,0
Brent Ochoa,0
Jones-Sullivan and Sons,1
forbox  ,3
Matthews PLC and Sons,1
Jennifer Ports South Christopherfurt VT,2
Miller Group Ltd,1
Munoz-Mack LLC,1
Harrison LLC Group,1
 Local income,3
Dakota Elliott,0
 Locality name,3
Gary Bennett,0
care benefits ,3
Gonzalez-Martinez Ltd,1
"West, Wilcox and Wong Inc",1
Lori Carney,0
Teresa Gomez,0
 Nonqualified plans,3
Zachary Wright,0
Stephanie Vista Port Susanberg ID,2
Diane Garcia,0
tax  Local,3
  P,3
Reese-Soto and Sons,1
b Employer identification,3
Donna Ways Lake Mariahport NE,2
 Department Revenue,3
Dr. Victoria,0
Avila PLC Inc,1
Ashley Road Clarkebury NY,2
 Wage Tax,3
Jessica Mckinney,0
Michael Randall,0
Jennifer Brown,0
withheld Medicare wages,3
David Cook,0
Danielle Point Apt.  Chelsealand AL,2
lan sickPay X,3
Jacobs PLC Group,1
Mr. Stephen,0
imposed income taxable,3
Randy Lewis,0
Joan Campbell,0
Keep lower portion,3
Kevin Forks Sarahberg MT,2
Morgan Ridge Kimberlybury OK,2
Lisa Roads East Mark MI,2
Robert Williams,0
Stanley Adams,0
Valerie Evans,0
Murphy Key Apt.  New Spencer NC,2
Return This information,3
se file Copy,3
tips etc ,3
"Huffman, Harmon and Evans Ltd",1
MI Wage Tax,3
Griffith-Thomas Group,1
Love-Stevens Group,1
Return This information,3
Barnett Mill Apt.  Ryanhaven NH,2
Kevin Wallace,0
Casey Davis,0
Stephen Caldwell,0
"Richardson, Wilson and Ward PLC",1
James Flores,0
Copy Be Filed,3
enclosed Notice c,3
Clark-White LLC,1
identification number compensation,3
Sanchez-Lee and Sons,1
Bernard Parkway Apt.  South Maria NV,2
Johnson-Terry Ltd,1
"Kerr, Macdonald and Anderson Ltd",1
withheld c ad,3
Baxter-Richardson PLC,1
Troy Isle Apt.  Hugheshaven MO,2
"Johnson, Gonzalez and Hickman Group",1
G  ,3
Porter and Sons LLC,1
Jesse Jones,0
Jacobs Creek Apt.  Jasonberg ID,2
Form Statement Copy,3
Gonzalez Pine Suite  Mikefort HI,2
French Plaza Suite  Thomashaven IN,2
Jerry King,0
Ford Squares Apt.  Kimberlyville MN,2
"Parsons, Kennedy and Weber and Sons",1
 f address,3
Anita Via East David NE,2
"Brown, Luna and Franco PLC",1
state ID number,3
plans a See,3
Richard Robles,0
"Wood, Lee and Spencer Inc",1
Jeremy Lodge Jasonchester GA,2
Cook Ridge East Stephanieburgh NY,2
Katherine Hensley,0
Perez PLC and Sons,1
payment  Dependent,3
Edwards PLC Group,1
Moody LLC Ltd,1
Nancy Gonzales,0
income tax withheld,3
"Patel, Kemp and Ellison PLC",1
Scott Center Suite  Marquezstad CT,2
 employee plan,3
c d ,3
identification number compensation,3
Scott Stephens,0
Jeffrey Yates,0
Mark Islands Apt.  East Kristinfurt CT,2
STATEMENT OMB file,3
Ball-Salazar PLC,1
"Todd, Williams and Graham PLC",1
Porter-Alvarez Ltd,1
"Bell, Reyes and Yoder and Sons",1
Brittany Manor Apt.  Toddborough NY,2
Alexander Todd,0
Brian Frye,0
Alexis Baker,0
Nathan Barnett,0
Chad Flores,0
Adams Group Ltd,1
Williams LLC PLC,1
Christopher Path Carlton MT,2
Sarah Marsh,0
Wheeler Corners Suite  Port Timothymouth VA,2
Jones Run New Stephaniemouth AK,2
Seth Pierce,0
Marshall-Wilson PLC,1
Internal Revenue If,3
Regina Allen,0
Anna Landing Terrellstad UT,2
Roach-Johnson Group,1
Aaron Ports Vasquezhaven MO,2
Social security tax,3
John Hill,0
Susan Garza,0
Campbell Road East Matthew NM,2
"Morrow, Black and Fleming and Sons",1
Davis Inc Group,1
E  f,3
Martinez Rapid East Maureenberg SC,2
Mathews-Graham Inc,1
"Hurley, Brewer and Anderson LLC",1
IRS Website STATEMENT,3
H  f,3
State wages tips,3
Walker-Fitzgerald Inc,1
  Under,3
Destiny Gomez,0
tips Allocated tips,3
Angela Stream Apt.  Joshuachester NC,2
Andrea Skyway Apt.  Lake Craigside IA,2
Heather Manors East Kimberly NC,2
Vaughn Group Inc,1
Carrie Gonzalez,0
"Johnson, Todd and Jensen LLC",1
Adrian Martin,0
Turner Center Apt.  Port Elizabeth MD,2
Gonzales Group PLC,1
tips  State,3
Dana Miller,0
se file Copy,3
Joshua Rest Ryanland DE,2
Joseph Kelly,0
Katie Clarke,0
Davis-James Group,1
Joseph Martinez,0
Pamela Vista Suite  New Danachester WV,2
Statutory Retirement b,3
"Ramos, Wright and Alexander LLC",1
Gary Islands Apt.  Sandraport UT,2
Chelsea Manors Suite  North Ryanfort HI,2
Christopher Ramos,0
Harris LLC PLC,1
Laura Moreno,0
Robert Price,0
tips Medicare tax,3
"Rodriguez, Smith and Peterson PLC",1
Thomas Casey,0
Johnson LLC Inc,1
John Rapid Apt.  West Steven OR,2
 Local ,3
"Roberson, Williams and Cruz Ltd",1
Taylor Branch Suite  West Thomasbury AR,2
White Flat Kevinville WA,2
Lindsey-Chandler PLC,1
Ward Pines West Philipville OR,2
Sierra French,0
Cut Keep lower,3
 Other enclosed,3
Colin Murphy,0
address ZIP code,3
Brown-Cole Group,1
 Dependent care,3
Krista Owens,0
Moreno Prairie Port Marthaport ME,2
Laurie Campbell,0
security tips Allocated,3
Massey-Banks Group,1
Employer identification number,3
Henderson Falls Apt.  Markmouth WY,2
Gregory Hollow Kimberlyburgh NC,2
Torres-Gutierrez PLC,1
Marks-West Inc,1
 Nonqualified plans,3
"Bray, Thomas and Dennis and Sons",1
enclosed Notice c,3
Filed FEDERAL Tax,3
tax  Local,3
Fleming-Robinson Ltd,1
Dennis Dam Reevesside AR,2
Holly Lucero,0
Carrillo-Campos Inc,1
Hill-Long PLC,1
"Strong, Moore and Ferrell LLC",1
Sandra Avila,0
Mccoy-Jackson Inc,1
REISSUED social security,3
Vega LLC LLC,1
White Plaza Apt.  Scottberg NY,2
Thomas-Boyd Inc,1
Jasmine Key Sydneyland WI,2
Karen Crossroad North Amandaport KY,2
John Bell,0
Lisa Kelly,0
Jane Dougherty,0
Smith LLC Inc,1
Tanya Adams,0
Sarah Mendoza,0
Sarah Key Apt.  Brownchester GA,2
Chloe Johnson,0
Phillips Turnpike Suite  Jenniferstad AR,2
"Brooks, Blair and Clark Group",1
Brandon Jones,0
Foster PLC LLC,1
P  ,3
Christina Turner,0
Bell-Martin PLC,1
Thomas Frost,0
David Bernard,0
Price-Ryan LLC,1
Adams-Everett Group,1
Kristina Expressway Suite  Ponceberg KS,2
April Bean,0
IRS Website STATEMENT,3
"Vaughan, Garner and Martinez Group",1
Holly Wall Suite  North Shirley HI,2
Paula Lee,0
etc  Local,3
Reynolds Garden Suite  Robinsonville RI,2
Local income tax,3
Black PLC LLC,1
Daniel Smith,0
"Mitchell, Mason and Moran PLC",1
Michael Castaneda,0
If required file,3
Phillips and Sons PLC,1
Phelps Inc Inc,1
  e,3
tips Control number,3
"Neal, Jones and Mejia Inc",1
Jessica Murphy,0
Jennifer Square South Michaelside DE,2
"Mcdaniel, Cox and Thompson Ltd",1
"Ward, Coleman and Clark Group",1
Amy Knoll Suite  South Jody AR,2
code  ,3
Lucas Mountain Lake Tammyland CO,2
ZIP code Social,3
Greg Parks North Karen UT,2
Anna Price,0
Daniel Bender,0
Statement Copy Be,3
April Prince,0
Joshua Johnson,0
Cynthia Nunez,0
  e,3
Dunn and Sons Group,1
Stephanie Dean,0
Mueller Shore Suite  South John UT,2
Meredith Road Apt.  North Cassandra NJ,2
Control number Advance,3
Johnson Plain Lake Paulaton AL,2
Keep lower portion,3
Russell Smith,0
Castro Group Ltd,1
"Bryan, Wright and Walker PLC",1
Kimberly White,0
Thompson Inc and Sons,1
Seth Martinez,0
Katie Dunn,0
Jeremy Russell,0
John Osborne,0
"Howell, Alvarez and Todd PLC",1
Anthony Jacobs,0
Anthony Watkins,0
wages tips ,3
tax withheld c,3
Smith Ways Lake Amy MO,2
"Silva, Martin and Brooks PLC",1
initial Last name,3
Roy Mcguire,0
Ramos Heights Suite  Jensenburgh NE,2
number othercompensation Federal,3
Smith Port Suite  Dawsonfort PA,2
Rivers Summit Vazquezbury DC,2
 Locality name,3
care benefit ,3
Susan Wilson,0
Craig PLC Ltd,1
Alexandra Jordan,0
Nicole Wright,0
Reed Shore Gibbsbury FL,2
tax  Local,3
Laura Crossing Apt.  Wesleyshire WA,2
Cynthia Sexton,0
Bowman Skyway Suite  Cherylstad OK,2
Andrea Shores South Deannabury NH,2
instructions forbox ,3
Spence-Vazquez LLC,1
c d ,3
e firstname initial,3
code  State,3
wages tips Medicare,3
tips etc ,3
Ryan Summit Apt.  Shawnchester LA,2
Martin Plains Daltonburgh SD,2
Harris Inc LLC,1
Employer identification number,3
Louis Johnson,0
Anna Murphy,0
Keith Neck Apt.  Stevenburgh KS,2
Miller Stream Petersmouth IN,2
state ID number,3
Meredith Plains Apt.  Kaitlinshire MT,2
Travis Banks,0
Ortiz-Perez Ltd,1
"Robinson, Clark and Mason PLC",1
Nixon Plaza East Daniel RI,2
Beth Ports Apt.  Ericabury NJ,2
Shields PLC Group,1
Woodard-Clayton Inc,1
Wage Tax ,3
 e first,3
Sanders Pine Apt.  West Jeanette WV,2
Tax  Department,3
Billy Anderson,0
Young Forest Palmershire ME,2
Return This information,3
Jones Mews East Mariahville NY,2
"Alvarado, Simpson and Moody and Sons",1
EIC payment Dependent,3
Vincent-Mahoney Inc,1
Brock Islands East Jermaine SD,2
"Brock, Pham and Estes and Sons",1
income tax ,3
Robertson Fork Apt.  Lake Brad NV,2
Jacqueline Spur Apt.  South Nathan VT,2
Deleon-Little Group,1
"Gardner, Li and Rivers PLC",1
Gregory Johnson,0
Welch Spring Howardville MS,2
Mckee-Jackson and Sons,1
Donna Rich,0
Tyler Howard,0
d  P,3
Amanda Bond,0
Susan Wilson,0
"Rhodes, Anderson and Bailey Group",1
Little LLC Ltd,1
Osborne Lake New Danielle MT,2
Scott Group Inc,1
 State wages,3
Glenn Keith,0
Crystal Munoz,0
Maurice Street Christinaside SC,2
Black-Torres Inc,1
Perry Place Suite  West Williamfurt OH,2
Mark Johnson,0
Steven Brown,0
"Ferguson, Roy and Baker Group",1
 Nonqualified plans,3
plans a See,3
sickpay P ,3
tax withheld Social,3
wages tips Medicare,3
Contreras Group PLC,1
Notice c ,3
"Kelly, Davis and Garcia Group",1
tax withheld Social,3
 e firstname,3
income taxable fail,3
Garcia Coves North Michael DC,2
Robinson Greens Josemouth DC,2
Scott Smith,0
"Stewart, Scott and Allen Group",1
Roger Brown,0
Horton Walks Suite  Conleyville CT,2
Villegas Forges Suite  Lake Lindseyberg NH,2
Ryan Summit North Tracey MD,2
Keith Lynn,0
  Other,3
  e,3
Marcus Motorway Elizabethland NM,2
b Employer identification,3
Phyllis Bell,0
Hannah Ford Suite  Sanchezside NE,2
King Heights Lake Alberttown DE,2
Melissa Manor Suite  North Kelsey OK,2
Lambert-Lee and Sons,1
Daniel Drive Leslieview IA,2
Barbara Fort Millsview TN,2
security tips Allocated,3
Dustin Stravenue Woodhaven CT,2
Alexis Browning,0
"Vazquez, Lynn and Wolf PLC",1
Martin Lewis,0
Maldonado View Garyland AK,2
Hannah Williams,0
forbox  ,3
tax negligence penalty,3
Andrea Johnson,0
Jason Patterson,0
Johnson-Ramirez PLC,1
Taylor Fort Suite  East Pamelaview NE,2
Bridges Spurs Apt.  New Christopher VT,2
Carson PLC Group,1
Barker-Gregory and Sons,1
Hendrix Crossroad Apt.  Smithville MA,2
code  State,3
Traci Oval Suite  South Stephaniebury LA,2
"Green, Gentry and Strickland Ltd",1
Department Revenue Service,3
William Buchanan,0
G  ,3
Michelle Walks Apt.  Lake Rebeccaborough ND,2
Zhang-Sanchez LLC,1
Jennifer Jordan,0
Cody Garcia,0
Rebecca Perez,0
Alicia Run Suite  North Ryanside AK,2
Marie Smith,0
Sonya Course Davisport NY,2
Caroline Stravenue Apt.  Port Janicestad WA,2
James Hill East Garystad CT,2
Taylor Ranch Apt.  Patelchester OK,2
"Bradley, Rodriguez and Shannon Group",1
Wilson-Brooks PLC,1
Chase Garcia,0
Brandy Stanley,0
"Mitchell, Taylor and Turner Inc",1
withheld Social security,3
Bailey Keys Apt.  Tinahaven NM,2
