context,label
Andrews-Fields Group,1
Horn Group Inc,1
name Wage Tax  Department,3
Michelle Hicks,0
d D  f address,3
Holloway Courts Suite  Port Spencer RI,2
Brown-Hardin PLC,1
"Martin, Finley and Adams Group",1
Phillips Mountains Apt.  Brownbury NV,2
Greene-Bush and Sons,1
Social security tax withheld Medicare,3
Frederick Nichols,0
withheld Medicare wages tips Medicare,3
state number  State wages,3
Dale Logan,0
Leslie Olson,0
Kara Overpass Suite  South Ryanburgh OK,2
"Parsons, Kennedy and Weber and Sons",1
"Murphy, Oliver and York Inc",1
Ricky Boyer,0
tax withheld c ZIP code,3
Michelle Springs Lake Teresa FL,2
Tonya Sanchez,0
Jacqueline White,0
Tracy Jones,0
"Aguilar, Grant and Cox PLC",1
"Manning, Mccann and Guerrero Inc",1
Tyler Bowman,0
Valerie Harbors Yuville CA,2
Patricia Rapids Apt.  North Morgan UT,2
"Cook, Torres and Graham Group",1
enclosed Notice c D ,3
Christian Paul,0
Le-Brown PLC,1
ID number  State ,3
 State state ID number,3
Brittany Taylor,0
Brittney Rhodes,0
number Rise v file Visit,3
state ID number  State,3
Stewart-Hernandez PLC,1
Jeffrey Passage Smithstad AK,2
state ID number  State,3
Christie Drives Suite  West Meganland NM,2
This information furnished Internal Revenue,3
Romero-Woods LLC,1
 State state ID number,3
 Other enclosed Notice c,3
Crawford PLC Ltd,1
Valerie Glens Taylorborough AR,2
Best-Ryan and Sons,1
"Grant, Duncan and Schmitt Ltd",1
Carlos Ridges Lake Thomas TX,2
Whitney Serrano,0
Arias Junctions Suite  North Geraldstad CO,2
Charles Collins,0
  Statutory Retirement b,3
Joy Ridges Apt.  Toddtown MT,2
Hudson Ltd and Sons,1
Kathryn Hill,0
Julie Walks Apt.  Joelside ME,2
Thomas Green,0
Kim Jackson,0
Thomas Flores,0
Brown-Macdonald LLC,1
Clark-White LLC,1
Laurie Young,0
Lori Shore Jenniferberg MT,2
Wise-Blake PLC,1
sickpay E   Other,3
tax  Locality name DO,3
Sean Mission West Williamside CO,2
Paul Riley,0
Dustin Sandoval,0
fail report b Employer identification,3
Gabrielle Taylor,0
Melanie Islands Suite  Joelside PA,2
Sarah Smith,0
George Robles,0
Joshua Plaza Suite  West Michael ND,2
Gabriela Mendoza,0
Olson LLC and Sons,1
Walker Ramp Warrenville VT,2
Jenna Torres,0
security number Visit IRS Website,3
tips Control nun Advance EIC,3
Davis-English PLC,1
Bradley Davis,0
David Ltd and Sons,1
  Statutor Retirement b,3
"West, Ramirez and Taylor Ltd",1
Johnson Cove New Codyview ND,2
Jessica Williams,0
Kevin River Suite  East Leslieburgh MN,2
Rebecca Well Emmachester VT,2
Robert Forks Hughesmouth AR,2
Robert Hensley,0
Johnson LLC and Sons,1
Statutor Retirement b employer plan,3
Richard Branch Petersonview KS,2
Castro Well West Anna NJ,2
Garcia Circles Lunaville MI,2
Roy Ltd and Sons,1
"Thomas, Glenn and Price LLC",1
Deborah Mueller,0
Priscilla Hernandez,0
Cochran Pike Apt.  South Timothy UT,2
Keep lower portion REISSUED social,3
H   Statutor Retirement,3
Kennedy Falls Apt.  Emmaburgh WV,2
Michael Moreno,0
Baker LLC Group,1
"Kelley, Ortiz and Bailey Group",1
Sheryl Spur Apt.  Lorimouth DC,2
withheld Medicare wages tips Medicare,3
Veronica Points Apt.  South Daniel LA,2
Ronald Island Johnbury CO,2
Robles Fork Dianefurt SC,2
Local income tax  Locality,3
"Morales, Wang and Williams LLC",1
Nonqualified plans a See instructionsfor,3
Gallegos Ltd Inc,1
Alexander Inc LLC,1
"Armstrong, Duncan and Estrada Group",1
Stevens-Martinez Group,1
Ramirez Ltd Inc,1
Cut Keep lower portion REISSUED,3
This information furnished Internal Revenue,3
Brian Price,0
Taylor Trace Apt.  New Markberg VA,2
Tina Conner,0
Estrada Views Suite  East Albert AL,2
"Santos, Phillips and Nelson PLC",1
Eric Salazar,0
James-Proctor Group,1
imposed STATEMENT OMB income taxable,3
Patricia Estates Wolfeland KY,2
Judy Ridges East Jonathon TN,2
Ryan Rosales,0
Olivia Clark,0
income tax withheld c ZIP,3
Mosley-Myers and Sons,1
"Romero, Walker and Collins LLC",1
d D  f address,3
"Barnes, Jacobs and Burke PLC",1
Ruiz Fall Paulberg ID,2
Department ofthe Revenue Service Form,3
Jessica Payne,0
Delgado LLC and Sons,1
State  State income tax,3
Steven Woodard,0
Anderson-Conner Group,1
Hayes Group Ltd,1
Murray-Johnson Inc,1
negligence penalty sanction may imposed,3
Jacobs Creek Apt.  Jasonberg ID,2
Jones-Gibson Inc,1
Anthony White,0
"Turner, Anderson and Austin PLC",1
Davis Hills Apt.  South Justintown WI,2
"Harmon, Wang and Rodriguez and Sons",1
Martinez-Martinez Group,1
Medicare wages tips Medicare tax,3
"Chandler, Moore and Grant Inc",1
See instructions box  ,3
Charles Crane,0
Santos-Jones Ltd,1
"James, King and Murray Ltd",1
Mcguire-Levine Inc,1
compensation Federal income tax withheld,3
Wilson Inc LLC,1
Boyd Key Suite  West Michael OK,2
"Choi, Moore and Marquez and Sons",1
Munoz-Mack LLC,1
Gary Islands Apt.  Sandraport UT,2
Johnson LLC PLC,1
"Nunez, Turner and Kane LLC",1
Jared Lutz,0
"Hobbs, Cooper and Brown Ltd",1
Raymond West,0
Stanley Pacheco,0
Jamie Khan,0
Roberts-Wu and Sons,1
number Visit IRS Website STATEMENT,3
Perez Rue Suite  Lake Travisstad WY,2
William Bridge Apt.  Lake Angela ND,2
James Station Apt.  South Joshua MT,2
Ray Roads Shannonmouth RI,2
REISSUED social security number Visit,3
Jacob Streets Suite  Ballardland MO,2
"Baker, Cunningham and Boone PLC",1
Stephanie Unions Jeffreystad HI,2
Steve Maxwell,0
a See instructions box ,3
John Row Jaimeshire UT,2
Miller Points Apt.  Michaelmouth HI,2
Foley Valleys North Anitatown PA,2
David Allen,0
Turner Ville West Mercedes WV,2
Wright Cliff Apt.  Bentonside MS,2
Hansen PLC Inc,1
Susan Spring Apt.  Aguilartown IN,2
Patricia Cliffs Apt.  Lake Brianna IN,2
Jeremy Wagner,0
Ryan Pike Suite  Tinafort AZ,2
Renee Grove Kingmouth KS,2
Nicole Mountains Florestown NE,2
Bryan Mews South Jeremy IL,2
Hanna-Allen Inc,1
Benjamin Forks Apt.  West Amandamouth MD,2
Scott Moore,0
Brittany River Suite  East Valerie OR,2
file b Employer identification number,3
Elizabeth Fork Apt.  Kirstenmouth OH,2
Frank Medina,0
Johnson Glen Apt.  Mosleyhaven GA,2
"Gardner, Li and Rivers PLC",1
Gabrielle Heath,0
Jason Dudley,0
Jones-Hamilton PLC,1
Employer identification number compensation Federal,3
Miranda Wolfe,0
Webb Ranch Apt.  New Zachary NM,2
security number This information furnished,3
Carlson-Thompson Group,1
benefit   e firstname,3
Valdez Square Suite  Dustinview AR,2
Teresa Stone,0
Sean Pine Rebeccaville MO,2
"Johnson, Rodriguez and Chan LLC",1
Juan Blackwell,0
Hale Inc Inc,1
"Davis, Davidson and Brown PLC",1
 Statutory Retirement b employee,3
Christopher Loop Apt.  Port Robert DE,2
Blevins Drives Suite  Mahoneyside CO,2
Pamela Orchard Apt.  East James KY,2
Shannon Wall Port Gary WA,2
Amanda Dawson,0
David Coves South Tara MD,2
Madison Novak,0
Michele Glen Suite  Hardytown LA,2
"Chavez, Moore and Myers Group",1
Timothy Smith,0
"Horton, Roberts and Meyer and Sons",1
Morgan-Henson Inc,1
e firstname initial Last name,3
Hall Forges Suite  Kingland HI,2
Vaughn Group Inc,1
Park-Cruz PLC,1
security number This information furnished,3
Tax  Department Revenue Service,3
Golden and Sons Inc,1
James Smith,0
number compensation Federal income tax,3
 Localityname Wage Tax ,3
Hernandez-Lopez Ltd,1
Nunez-Francis and Sons,1
name  Wage Tax ,3
Michael Rasmussen,0
number  State wages tips,3
Hannah Curve Suite  Fletcherborough FL,2
Simpson Summit Apt.  Christinefort KY,2
Rebecca Ellis,0
   Other enclosed,3
"Rice, Davis and Haney PLC",1
Be Filed FEDERAL Tax Return,3
Mr. Shane,0
Mitchell-Huang and Sons,1
Alexander Curve Apt.  New Catherinebury WI,2
Watkins Drives Apt.  New Maryville ND,2
Nonqualified plans a See instructions,3
Retirement b employee plan sickpay,3
Rodriguez-Sanchez Inc,1
Haynes Ltd Inc,1
Herrera Ltd PLC,1
Joseph Miller,0
Knight Group Ltd,1
Peggy Mccall,0
Robert Moore,0
Stephanie Square Suite  East Peterview NJ,2
payment  Dependent carebenefits ,3
penalty sanction may imposed STATEMENT,3
Maria Krause,0
Woodard-Clayton Inc,1
Moon Oval North Darrell RI,2
Matthew Kaiser,0
Sandra Summit Isabelburgh WI,2
Nguyen Centers Bettyhaven UT,2
Joshua Acevedo,0
Singh-Cruz Group,1
Jose Barry,0
Ramirez and Sons Group,1
"Montgomery, Martin and Collins and Sons",1
Christopher White,0
Thomas Taylor,0
Cynthia Isle Apt.  Port Christian MD,2
Aaron Ports Vasquezhaven MO,2
Emily Schwartz,0
Vargas-Hansen LLC,1
Kristen Rojas,0
Local income tax  Locality,3
Gina Watts,0
tax withheld Social security tips,3
Patricia Plains Davisview AR,2
Erika Love,0
ZIP code Social security wages,3
Jessica Alley East Carrie CA,2
Cheryl Richardson,0
Castaneda Drives West Maryville SD,2
Susan Evans,0
enclosed Notice c d ,3
"Smith, Boyd and Calderon LLC",1
Lindsay Padilla,0
 f address ZIP code,3
address ZIP code  ,3
Elizabeth Russo,0
Miller Lock Suite  Georgeshire FL,2
b employee plan sickpay X,3
 Local income tax ,3
Haley Inc LLC,1
Aaron Track Gonzalesside NY,2
Sheri Taylor,0
 e first name initial,3
Lozano Ltd LLC,1
"Mitchell, Mason and Moran PLC",1
Melissa Newman,0
Taylor Crossroad Apt.  Port Kristina PA,2
Blevins-Hoffman LLC,1
tips Medicare tax withheld Social,3
David Lock East Dannyfurt IA,2
e first name initial Lastname,3
Hill-Holt PLC,1
"Khan, Jefferson and Lopez LLC",1
 f address ZIP code,3
Taylor Crossroad Johnsonport IA,2
Thomas Run Suite  Adamville WI,2
Frye-Taylor PLC,1
OMB income taxable fail report,3
Danielle Rojas,0
 f address ZIP code,3
Sarah Marsh,0
"Huang, Richardson and Dawson LLC",1
Tax  Department Revenue Service,3
initial Last name  Nonqualified,3
address ZIP code  State,3
Delgado-Mueller and Sons,1
Daniel Neck Aaronmouth AK,2
Megan Underpass Robertview FL,2
tax withheld c ZIP code,3
Kelsey Edwards,0
Franklin Ltd PLC,1
Lee-Mann LLC,1
Statutory Retirement b employee plan,3
Cordova LLC Inc,1
Thompson Inc Inc,1
sickpay X x  ,3
Christopher Meadow Port Melissa OR,2
Nonqualified plans a See instructions,3
OMB Use nsew file b,3
Farley-Fisher Group,1
tips  Allocated Control number,3
Chase Garden Stacyville OK,2
Melanie Rue Elizabethland GA,2
Byrd-Bruce PLC,1
Tiffany Black,0
Stephen Hill,0
Bolton Freeway South Robert AK,2
Sonya Diaz,0
Miller-Phillips Ltd,1
Durham-Kaiser and Sons,1
Nelson-Mcmahon Group,1
Brandon Dunn,0
Heath Drives Lake Amanda AL,2
Daryl Maddox,0
Christopher Butler,0
Henderson Group and Sons,1
tips etc  State income,3
"Miller, Herrera and Coleman PLC",1
Robin Center Charleshaven DC,2
Gonzales Fords Jessicaport RI,2
Tax  Department ofthe Revenue,3
"Hendricks, Thomas and Hawkins LLC",1
Brian Golden,0
Liu Neck Suite  New Valeriestad MA,2
Andrea Walsh,0
Karen Square Suite  Mitchellville MO,2
Allison Heights Warrenland NH,2
